Main_Atlas_Number,Main_Display_Name,Location_X,Location_Y,Density,Density_trans,Location_Current_County,Location_Historic_County,Location_Current_Parish
887,"Davie's Kirk, Dumfries & Galloway",-389469,7403150,2.4433484082117293e-12,-3.8020636145733318,Dumfries & Galloway,Dumfriesshire,Kirkmichael (Nithsdale)
888,"Maggimaut's Knowe, Dumfries & Galloway (Maggiemant; Maggiemont)",-389800,7402266,2.4323535426917388e-12,-3.802067618669789,Dumfries & Galloway,Dumfriesshire,Kirkmichael (Nithsdale)
889,"Hayknowes, Dumfries & Galloway",-366753,7357536,2.083295929706913e-12,-3.802202306501762,Dumfries & Galloway,Dumfriesshire,Annan
890,"Burnswark Hill, Dumfries & Galloway (Birrenswark)",-364806,7380529,2.397296351106224e-12,-3.8020804755201922,Dumfries & Galloway,Dumfriesshire,Hoddom
891,"Kinure, Cork (Little Doone)",-938306,6743945,2.5859345366717573e-13,-3.8035705435385045,Cork,Cork,Kinure
892,"Lahard, Cork (Doonpower)",-908692,6761666,2.587998056279813e-13,-3.8035701507731474,Cork,Cork,Lahard
893,"Moyross, Cork",-1017840,6714277,3.1025864588351146e-13,-3.803478682314261,Cork,Cork,Moyross
894,"Derryvreeveen (Bere Island), Cork",-1102982,6730890,3.6123487389070955e-13,-3.8033985220617215,Cork,Cork,Derryvreeveen
895,"Allihies, Cork",-1119489,6736779,3.4803919657453597e-13,-3.803418428534689,Cork,Cork,Allihies
896,"Derrycreeveen (Bear Island), Cork (Bear Island)",-1104131,6731970,3.6171627169781373e-13,-3.803397806050944,Cork (Bear Island),Cork,Derrycreeveen
897,"Loughane Beg, Cork",-1119077,6727002,3.3387038392247636e-13,-3.803440432507321,Cork,Cork,Loughane Beg
898,"Slievemore (Sherkin Island), Cork (Sherkin Island) (Carrigdoona (Rock Fort))",-1050618,6703560,3.2374377582827245e-13,-3.803456584605447,Cork (Sherkin Island),Cork,Slievemore
899,"Ballytransna, Cork",-893948,6767667,2.582208509377789e-13,-3.8035712533272443,Cork,Cork,Ballytrasna
900,"Dooneenmacotter, Cork (Dooneen)",-894722,6767472,2.583666774402255e-13,-3.8035709754455023,Cork,Cork,Dooneenmacotter
901,"Downmacpatrick (Old Head), Cork",-950310,6730002,2.525969740982225e-13,-3.803582059369037,Cork,Cork,Downmacpatrick
902,"Dunbogey, Cork (Barry's Head)",-934305,6746367,2.5815440148675994e-13,-3.803571379989301,Cork,Cork,Dunbogey
903,"Annestown, Waterford",-810644,6825364,2.783290140277964e-13,-3.8035339809537456,Waterford,Waterford,Annestown
904,"Ballynaharda, Waterford (Rinanillaun)",-846821,6797521,2.738184512139359e-13,-3.803542164595675,Waterford,Waterford,Ballynaharda
905,"Ballynamona Lower, Waterford",-844177,6799575,2.748352464951758e-13,-3.8035403111669854,Waterford,Waterford,Ballynamona Lower
906,"Glennageer, Clare",-1028867,6954715,4.553147034947862e-13,-3.8032702388644504,Clare,Clare,Glennageer
907,"Keelderry, Clare (Keelderry Fort, Newtown)",-961764,6956346,3.9191522552061405e-13,-3.8033542298471366,Clare,Clare,Keelderry
908,"Kildrum, Clare",-985219,6947691,4.2142732672682937e-13,-3.8033139749978893,Clare,Clare,Kildrum
909,"Knockadoon, Clare",-973516,6956927,4.0610556120784264e-13,-3.8033346049745815,Clare,Clare,Knockadoon
910,"Rathclooney, Clare",-987741,6963262,4.200840488760042e-13,-3.8033157613257327,Clare,Clare,Rathclooney
911,"Tullagh Lower 1, Clare (Knockalish Fort)",-1023804,6980023,4.3966419636100607e-13,-3.803290128607766,Clare,Clare,Tullagh Lower
912,"Tullagh Lower 2, Clare",-1023402,6980570,4.3914841626640253e-13,-3.803290792921489,Clare,Clare,Tullagh Lower
914,"Glenphuca, Cork",-899016,6794971,2.9179150708869967e-13,-3.8035101231200197,Cork,Cork,Glenphuca
915,"Greenville, Cork",-997088,6770095,3.461592724755671e-13,-3.8034213095800986,Cork,Cork,Greenville
916,"Dunglara, Limerick (Doonglara)",-934845,6870578,3.583085322959828e-13,-3.8034028897808416,Limerick,Limerick,Glenbrohane
917,"Knocknasnaa, Limerick",-1035026,6874742,4.600702845371359e-13,-3.8032642951162563,Limerick,Limerick,Knocknasnaa
918,"Knockroe, Limerick (Knockroe Hill)",-946832,6905581,3.771487207921336e-13,-3.803375215882458,Limerick,Limerick,Knockroe
919,"Farranshea, Tipperary",-851861,6886749,3.178610332558814e-13,-3.803466139402068,Tipperary,Tipperary,Farranshea
920,"Ebb's Nook, Northumberland (Ebb's Snook)",-180651,7469613,1.7992997402259364e-12,-3.8023247810010705,Northumberland,Northumberland,Beadnell
921,"Kilbragh, Tipperary",-868321,6887948,3.2205455877573706e-13,-3.803459315054521,Tipperary,Tipperary,Kilbragh
922,"Windmill, Tipperary (Windmill Hill)",-878630,6891410,3.250539801026048e-13,-3.8034544740158776,Tipperary,Tipperary,Windmill
923,"Carrickahilla, Waterford",-831335,6825772,2.9310174409649495e-13,-3.803507844805441,Waterford,Waterford,Carrickahilla
924,"Whittlebury, Northamptonshire",-110924,6816829,7.20824246185079e-13,-3.8029912998422875,Northamptonshire,Buckinghamshire,Whittlebury
925,"Cluttahina, Waterford",-870856,6830440,3.112901124243472e-13,-3.8034769673414908,Waterford,Waterford,Cluttahina
926,"Kilnamack East, Waterford (Liscamnaboe)",-862790,6860777,3.208787107838233e-13,-3.8034612219332153,Waterford,Waterford,Kilnamack East
927,"Knockatrellane, Waterford",-859675,6847194,3.1636035103199857e-13,-3.8034685976680156,Waterford,Waterford,Knockatrellane
928,"Thrapston, Northamptonshire",-59705,6871891,4.709766379986433e-13,-3.8032508329504195,Northamptonshire,Northamptonshire,Thrapston
929,"Shanakill, Waterford",-870689,6809781,2.9557087613642936e-13,-3.8035035716652557,Waterford,Waterford,Shanakill
930,"Cappanakilla, Clare (Cahergurraun)",-1007251,6963731,4.3787233768613277e-13,-3.8032924389589247,Clare,Clare,Cappanakilla
931,"Caherhurley, Clare",-953762,6960950,3.804994771581187e-13,-3.8033704013812026,Clare,Clare,Caherhurley
932,"Derryragh, Cavan (Derryragh Fort)",-853502,7184849,2.524726225182567e-13,-3.8035823003008855,Cavan,Cavan,Derryragh
933,"Drumacleeskin, Cavan",-807734,7187878,2.2535493067164047e-13,-3.803637070816833,Cavan,Cavan,Drumacleeskin
934,"Castlehill, Dumfries & Galloway (Pilmuir Common; Castlehill, St Mungo; Hallmuir)",-375888,7380738,2.3330712811689763e-12,-3.8021043935018293,Dumfries & Galloway,Dumfriesshire,Dryfesdale
935,"Magherintemple, Cavan",-803783,7188126,2.2433040563447942e-13,-3.803639233301841,Cavan,Cavan,Magherintemple
936,"Killoughterane, Carlow (Knockscur)",-763299,6914393,2.7485376436658135e-13,-3.803540277459255,Carlow,Carlow,Killoughterane
937,"Castlehill, Dumfries & Galloway (Pilmuir Common; Castlehill, Dryfesdale; Hallmuir)",-375825,7380214,2.327348640451311e-12,-3.802106548114266,Dumfries & Galloway,Dumfriesshire,Dryfesdale
938,"Hallmuir, Dumfries & Galloway",-374986,7380126,2.3317594572618402e-12,-3.8021048870678027,Dumfries & Galloway,Dumfriesshire,Dryfesdale
939,"Ballynarry, Donegal (Crockacashel Hill)",-832300,7391374,2.0708507439969915e-13,-3.803676776332771,Donegal,Donegal,Ballynarry
940,"Nutholm, Dumfries & Galloway (Camp Hill; Nutholmhill Farm)",-374217,7376435,2.29233600562364e-12,-3.8021198163588625,Dumfries & Galloway,Dumfriesshire,St Mungo
941,"Carrowmore, Donegal",-805849,7394286,2.2222834803815514e-13,-3.8036436930524515,Donegal,Donegal,Carrowmore
942,"Nutholm Hill, Dumfries & Galloway (Nutholmhill)",-373876,7376862,2.29954511282542e-12,-3.8021170722721944,Dumfries & Galloway,Dumfriesshire,St Mungo
943,"Crislaghmore, Donegal (Cashel Hill)",-825652,7375509,2.1400748098439333e-13,-3.803661439138812,Donegal,Donegal,Crislaghmore
944,"Balleeghan Lower, Donegal (Doonmore Hill)",-801315,7420553,2.2483627228302645e-13,-3.8036381646513147,Donegal,Donegal,NA
945,"Oakbank, Dumfries & Galloway (Nether Murthat; Oakbank)",-379816,7415708,2.653655701478159e-12,-3.801989464015422,Dumfries & Galloway,Dumfriesshire,Kirkpatrick-Juxta
946,"Carrownderry, Galway",-954390,7110173,3.437321814196487e-13,-3.8034250462862227,Galway,Galway,Carrownderry
947,"Buckiebank Plantation, Dumfries & Galloway",-369214,7371885,2.262823364531052e-12,-3.8021311168886553,Dumfries & Galloway,Dumfriesshire,Hoddom
948,"Dalton, Dumfries & Galloway (Thistle Cottage; Kirkwood Lodge)",-376572,7372025,2.225278527543144e-12,-3.802145651113519,Dumfries & Galloway,Dumfriesshire,Dalton
949,"Clooncah, Galway",-934121,7103284,3.289127098527529e-13,-3.803448294259985,Galway,Galway,Clooncah
950,"Moanbaun, Galway",-979424,7041171,3.733583158362263e-13,-3.803380700251459,Galway,Galway,Moanbaun
951,"Braehead, Dumfries & Galloway (Braehill Oak Wood; Oakbank)",-376278,7366994,2.1655538269491324e-12,-3.8021691486082894,Dumfries & Galloway,Dumfriesshire,Dalton
952,"Balgray Cleuchheads, Dumfries & Galloway",-372406,7392914,2.497860361147712e-12,-3.80204395635278,Dumfries & Galloway,Dumfriesshire,Applegarth
953,"Burrain Skelton, Dumfries & Galloway (Cleuchheads Hill; Burane Skentoun)",-373882,7396073,2.5211956155883803e-12,-3.802035637740791,Dumfries & Galloway,Dumfriesshire,Applegarth
954,"Blindhillbush Hill, Dumfries & Galloway",-371991,7399527,2.5741279596594235e-12,-3.8020169765706595,Dumfries & Galloway,Dumfriesshire,Applegarth
955,"Ballynarrid, Waterford (Slippery Island)",-821852,6823842,2.856590555583405e-13,-3.8035208879755364,Waterford,Waterford,Ballynarrid
956,"Mosshead Hill, Dumfries & Galloway",-367228,7383195,2.4173383481978187e-12,-3.802073108495392,Dumfries & Galloway,Dumfriesshire,Tundergarth
957,"Ballynarrid, Waterford (Danes Island)",-822740,6823624,2.8607984389957645e-13,-3.803520143912044,Waterford,Waterford,Ballynarid
958,"Fairholm, Dumfries & Galloway",-375298,7385384,2.390933798781745e-12,-3.8020828237563915,Dumfries & Galloway,Dumfriesshire,Dryfesdale
959,"Ballyvoony, Waterford",-827428,6823394,2.889029003492107e-13,-3.8035151727645684,Waterford,Waterford,Ballyvoony
960,"Blackford, Dumfries & Galloway",-372553,7384230,2.3963033774883416e-12,-3.802080841695555,Dumfries & Galloway,Dumfriesshire,Dryfesdale
961,"Coolum, Waterford",-788246,6824493,2.543284585510193e-13,-3.8035787136590287,Waterford,Waterford,Coolum
962,"Millbank, Dumfries & Galloway",-375115,7391163,2.457522787061156e-12,-3.802058472119205,Dumfries & Galloway,Dumfriesshire,Applegarth
963,"Dunbrattin, Waterford",-813344,6824456,2.797946060353705e-13,-3.803531342942201,Waterford,Waterford,Dunbrattin
964,"Brewel West, Kildare (Brewel Hill)",-752377,6993337,2.6858134137811505e-13,-3.80355179208014,Kildare,Kildare,Brewel West
965,"Greenhillhead, Dumfries & Galloway",-379485,7383329,2.3376835119110674e-12,-3.8021026597998664,Dumfries & Galloway,Dumfriesshire,Lochmaben
967,"Gallaberry, Dryfeholm, Dumfries & Galloway (Gallaberry Hill)",-377625,7389335,2.4179617492663386e-12,-3.8020728800692627,Dumfries & Galloway,Dumfriesshire,Dryfesdale
968,"Ringlestown, Meath (Ringlestown Rath)",-739476,7088161,2.415254368369051e-13,-3.8036038622179174,Meath,Meath,Ringlestown
969,"Raferagh, Monaghan",-762998,7166301,2.2334256061737126e-13,-3.8036413252711516,Monaghan,Monaghan,Raferagh
970,"Dryfesdalegate, Dumfries & Galloway (Dryfesdale Gate)",-376998,7386839,2.395108011449526e-12,-3.8020812826548696,Dumfries & Galloway,Dumfriesshire,Dryfesdale
971,"Ballymartin, Mayo (Lisnatreanduff)",-1019369,7092471,3.769499320739882e-13,-3.803375502499418,Mayo,Mayo,Ballymartin
972,"Ballykilleen, Offaly (Ballykilleen Hill)",-789857,7039928,2.522753064373839e-13,-3.8035826827814474,Offaly,Offaly,Ballykilleen
973,"Green Hill, Dumfries & Galloway (Dryfe Water)",-375454,7390195,2.4441670929970288e-12,-3.80206331695749,Dumfries & Galloway,Dumfriesshire,Applegarth
974,"Catharine's Hill, Dumfries & Galloway (River Annan; Nether Murthat)",-379603,7416273,2.6607110985697697e-12,-3.8019870527046344,Dumfries & Galloway,Dumfriesshire,Wamphray
975,"Woodend, Dumfries & Galloway (Johnstone)",-380049,7408748,2.590687278584639e-12,-3.802011196753611,Dumfries & Galloway,Dumfriesshire,Johnstone
976,"Dunbrattin, Waterford",-813553,6824476,2.799822571715734e-13,-3.8035310059132685,Waterford,Waterford,Dunbrattin
977,"Knock Hill, Northumberland",-224191,7448130,2.825961502208459e-12,-3.801931877723411,Northumberland,Northumberland,Roddam
978,"Dunmore (Shanooan), Waterford (Black Knob)",-778237,6826559,2.435685790395888e-13,-3.803599784068609,Waterford,Waterford,Dunmore
979,"Dundoran, Dumfries & Galloway (Dundoran Plantation)",-375828,7413205,2.6743390120876617e-12,-3.8019824084302813,Dumfries & Galloway,Dumfriesshire,Wamphray
980,"Garrarus, Waterford (Illauncoltia)",-801332,6824454,2.688327779579743e-13,-3.8035513267110272,Waterford,Waterford,Garrarus
981,"Islandhubbock, Waterford",-833768,6819549,2.8928521259634436e-13,-3.803514502304064,Waterford,Waterford,Islandhubbock
982,"Carthur Hill, Dumfries & Galloway (Boreland)",-365682,7407361,2.7115769931838027e-12,-3.8019698064057654,Dumfries & Galloway,Dumfriesshire,Hutton And Corrie
983,"Islandikane East/Islandikane South, Waterford",-803678,6824077,2.708130058264194e-13,-3.8035476727937856,Waterford,Waterford,Islandikane East/Islandikane South
984,"Broom Hill, Dumfries & Galloway (Cacrabank Hill; Broomhill)",-370816,7403021,2.621424976361212e-12,-3.802000539958851,Dumfries & Galloway,Dumfriesshire,Hutton And Corrie
986,"Killowen, Offaly",-794178,7055566,2.456414831846553e-13,-3.8035956722062343,Offaly,Offaly,Killowen
987,"Togher, Offaly",-806734,7045767,2.4436821368831707e-13,-3.803598194848933,Offaly,Offaly,Togher
988,"Carrowkeel, Roscommon",-916492,7097826,3.105956005961775e-13,-3.8034781216132414,Roscommon,Roscommon,Carrowkeel
989,"Peat Hill, Dumfries & Galloway (Dryfe Water)",-366796,7407025,2.6984894734416518e-12,-3.801974220841717,Dumfries & Galloway,Dumfriesshire,Hutton And Corrie
990,"Castleruby, Roscommon (Tonroe, Lissawaddy)",-926146,7127882,3.261422252026303e-13,-3.80345272573999,Roscommon,Roscommon,Castleruby
991,"Moydow, Roscommon (Moydow Hill)",-908930,7089970,3.0058766617430235e-13,-3.8034949698942317,Roscommon,Roscommon,Moydow
992,"Castle Hill, Dumfries & Galloway",-365249,7404773,2.68693969856711e-12,-3.8019781297245117,Dumfries & Galloway,Dumfriesshire,Hutton And Corrie
993,"Rockville, Roscommon (Mullinashee Wood)",-900779,7146801,3.0322154220128073e-13,-3.803490496163991,Roscommon,Roscommon,Rockville
994,"Carrowgilhooly, Sligo",-966065,7218454,3.3442083954832607e-13,-3.8034395649288135,Sligo,Sligo,Carrowgilhooly
995,"Rangecastle, Dumfries & Galloway (Rangecastle Hill; Range Castle)",-364602,7406732,2.7137968674700955e-12,-3.801969059198467,Dumfries & Galloway,Dumfriesshire,Hutton And Corrie
996,"Beacon Hill, Leicestershire",-138648,6932903,4.846259539428518e-13,-3.803234305051875,Leicestershire,Leicestershire,Woodhouse
997,"Hallaton Wood, Leicestershire",-96552,6904208,4.683067568865546e-13,-3.803254107076518,Leicestershire,Leicestershire,Hallaton
998,"Robin-a-Tiptoe Hill, Leicestershire",-95542,6915133,4.421065817089838e-13,-3.803286990646347,Leicestershire,Leicestershire,Tilton
999,"Bury Camp, Leicestershire (Ratby Camp; Ratby Burrow)",-140827,6918050,5.239780434564776e-13,-3.803188499939445,Leicestershire,Leicestershire,Ratby
1000,"Burrough Hill, Leicestershire",-97451,6927722,4.1914371746241047e-13,-3.8033170143115793,Leicestershire,Leicestershire,Somerby
1001,"The Bulwarks, Leicestershire (Breedon Hill; Breedon-On-The-Hill)",-155723,6947139,4.857144014326218e-13,-3.803233001899168,Leicestershire,Derbyshire,Breedon on the Hill
1002,"Life Hill, Leicestershire",-104666,6915455,4.584736113214033e-13,-3.803266285641359,Leicestershire,Leicestershire,Billesdon
1003,"Blackberry Hill, Leicestershire",-87417,6962114,3.393895797158203e-13,-3.8034317809003446,Leicestershire,Leicestershire,Belvoir
1004,"Muckelty, Sligo",-967504,7185143,3.473103892944295e-13,-3.803419544090872,Sligo,Sligo,Muckelty
1005,"Alais Knowe, Elbeckhill, Dumfries & Galloway",-372875,7406383,2.6378791811533756e-12,-3.801994873079258,Dumfries & Galloway,Dumfriesshire,Wamphray
1006,"Mullaghcor, Sligo",-945241,7184308,3.4169268901398237e-13,-3.8034282013218266,Sligo,Sligo,Mullaghcor
1007,"Bigwood, Westmeath (The Hill of Mael, The Hill of Moat)",-813921,7120196,2.307789302405075e-13,-3.8036257414889003,Westmeath,Westmeath,Bigwood
1008,"Dinwoodie Hill, Dumfries & Galloway (Dalmakethar; Millhill)",-378977,7404296,2.559961864464594e-12,-3.8020219428586994,Dumfries & Galloway,Dumfriesshire,Applegarth
1009,"Oldcourt, Wicklow (Woodend Hill)",-720631,7014458,2.445697454608099e-13,-3.803597794923193,Wicklow,Wicklow,Oldcourt
1010,"Rathmoon, Wicklow",-748628,6970756,2.683989585603844e-13,-3.8035521298427426,Wicklow,Wicklow,Rathmoon
1011,"Middle Houghton, Northamptonshire (Great Houghton)",-92330,6840401,6.141425732093779e-13,-3.803092395406884,Northamptonshire,Northamptonshire,Great Houghton
1012,"Athgoe, Dublin (Athgoe Hill, Raheen)",-724974,7036310,2.46203550641315e-13,-3.8035945616862366,Dublin,Dublin,NA
1013,"Ardcarney, Clare",-1001264,6963525,4.3295931977044766e-13,-3.803298809566104,Clare,Clare,Ardcarney
1015,"Dalmakethar, Dumfries & Galloway",-377281,7402614,2.5595994384823862e-12,-3.802022070181937,Dumfries & Galloway,Dumfriesshire,Applegarth
1016,"Ballyneillan, Clare (Cairn Hill)",-1006089,6957578,4.3926982336177325e-13,-3.803290636500007,Clare,Clare,Ballyneillan
1017,"Dalmakethar, Dumfries & Galloway",-376834,7403885,2.57631375108392e-12,-3.802016212080907,Dumfries & Galloway,Dumfriesshire,Applegarth
1019,"Ballybroony, Mayo (Rathnabart)",-1029758,7200629,3.7336035358672606e-13,-3.8033806972920163,Mayo,Mayo,Ballybroony
1020,"Broomhillbank Hill, Dumfries & Galloway (Broom Hill Bank Hill)",-375250,7401620,2.5680410579139736e-12,-3.8020191080151613,Dumfries & Galloway,Dumfriesshire,Applegarth
1021,"Ballynamrossagh, Tipperary (Rathmoyle)",-918656,6881369,3.484141276149014e-13,-3.803417855313467,Tipperary,Tipperary,Ballynamrossagh
1022,"Ballyneety, Tipperary",-876231,6857220,3.2397243883053115e-13,-3.8034562158024197,Tipperary,Tipperary,Ballyneety
1023,"Broomhillbank Hill, Dumfries & Galloway (Broom Hill Bank Hill)",-374820,7402014,2.575908038146787e-12,-3.802016353944565,Dumfries & Galloway,Dumfriesshire,Applegarth
1024,"Dornock Mains, Dumfries & Galloway (Dornoch; Gleningle)",-357775,7358359,2.1215329797125237e-12,-3.8021867754418275,Dumfries & Galloway,Dumfriesshire,Dornock
1025,"Robgill, Dumfries & Galloway",-353927,7368491,2.278912279735763e-12,-3.802124942987477,Dumfries & Galloway,Dumfriesshire,Dornock
1026,"Carterton, Dumfries & Galloway",-362129,7399588,2.6514448125928153e-12,-3.8019902205995764,Dumfries & Galloway,Dumfriesshire,Hutton And Corrie
1027,"Boeeshil, Leitrim",-862764,7180733,2.6177571169066417e-13,-3.8035645120130956,Leitrim,Leitrim,Boeeshil
1028,"Dormont Rig, Carterton, Dumfries & Galloway",-361154,7399833,2.661365634509248e-12,-3.8019868292440626,Dumfries & Galloway,Dumfriesshire,Hutton And Corrie
1029,"Garristown, Dublin",-711711,7087932,2.2354946180418264e-13,-3.8036408865505233,Dublin,Dublin,Garristown
1030,"Whitcastles, Dumfries & Galloway",-356842,7395231,2.6331290728317076e-12,-3.801996506349506,Dumfries & Galloway,Dumfriesshire,Hutton And Corrie
1031,"Newland Hill, Dumfries & Galloway",-354097,7394140,2.6353886507480053e-12,-3.801995729148927,Dumfries & Galloway,Dumfriesshire,Tundergarth
1032,"Craighousesteads, Dumfries & Galloway",-356019,7392040,2.5967043593988556e-12,-3.802009103315323,Dumfries & Galloway,Dumfriesshire,Tundergarth
1033,"Cleuchheads, Dumfries & Galloway (Wynholm Burn)",-362459,7396568,2.6129334486798975e-12,-3.8020034747316425,Dumfries & Galloway,Dumfriesshire,Hutton And Corrie
1034,"Doe's Hill, Dumfries & Galloway (Kirtlehead)",-350054,7388703,2.5830784376538906e-12,-3.802013849129115,Dumfries & Galloway,Dumfriesshire,Middlebie
1035,"Mid Hill, Dumfries & Galloway (Cairnknowe; Haggy Hill)",-350074,7391769,2.6254210682273543e-12,-3.801999161286686,Dumfries & Galloway,Dumfriesshire,Tundergarth
1036,"Minsca, Dumfries & Galloway (Minsca Farm)",-358254,7384948,2.490465750557819e-12,-3.802046604353786,Dumfries & Galloway,Dumfriesshire,Middlebie
1037,"Newhall Hill (NW), Dumfries & Galloway (Newhall Farm)",-355878,7389468,2.5635081715971458e-12,-3.8020206977123903,Dumfries & Galloway,Dumfriesshire,Tundergarth
1038,"Newhall Hill (SE), Dumfries & Galloway (Newhall Farm)",-355746,7389405,2.5633916942956072e-12,-3.802020738588639,Dumfries & Galloway,Dumfriesshire,Tundergarth
1039,"Kilfarrasy, Waterford",-806368,6824318,2.7358864607839097e-13,-3.803542584190454,Waterford,Waterford,Kilfarrasy
1040,"Knockmahon, Waterford",-818679,6825061,2.8443932490129385e-13,-3.8035230493529664,Waterford,Waterford,Knockmahon
1041,"Rathmoylan, Waterford",-783137,6824509,2.479901472358232e-13,-3.803591044136114,Waterford,Waterford,Rathmoylan
1042,"Crawthat Cottage, Dumfries & Galloway",-354971,7387945,2.547949789278535e-12,-3.8020261698980016,Dumfries & Galloway,Dumfriesshire,Tundergarth
1043,"West-Town, Waterford (Great Island)",-799814,6824418,2.67249159449608e-13,-3.803554263110237,Waterford,Waterford,West-town
1044,"Woodstown, Waterford",-809306,6825093,2.769320377665553e-13,-3.8035365050094048,Waterford,Waterford,Woodstown
1045,"Kilpoole Upper, Wicklow",-669868,6972622,1.808642957256671e-13,-3.8037385467346643,Wicklow,Wicklow,Kilpoole Upper
1046,"Mountbagnall, Louth (Mota Gormfhlaith)",-692780,7167620,1.8997187022464906e-13,-3.8037163845001385,Louth,Louth,Mountbagnall
1047,"Nook, Wexford",-776431,6847788,2.5929968515996253e-13,-3.8035692002706263,Wexford,Wexford,Nook
1048,"Ramstown, Wexford (Dundonnell)",-759912,6831820,2.2279080434440153e-13,-3.8036424967014866,Wexford,Wexford,Ramstown
1049,"Castlewideham, Cork (Dun Cruadha)",-941870,6831016,3.436940993691473e-13,-3.8034251050714434,Cork,Cork,Castlewideham
1050,"Gort An Choirce, Donegal (Cashel)",-905286,7385122,1.7978259993086355e-13,-3.803741233199253,Donegal,Donegal,Gort an Choirce
1051,"Slieve, Louth",-723045,7177021,2.0798035168417026e-13,-3.803674771687764,Louth,Louth,Slieve
1052,"Knockagh, Louth",-721637,7176889,2.0727229946188718e-13,-3.803676356583335,Louth,Louth,Knockagh
1053,"Kane, Louth",-721296,7177733,2.0691531476683837e-13,-3.803677157167476,Louth,Louth,Kane
1054,"Anneville, Clare",-1010730,6974542,4.353604204446567e-13,-3.8032956894879497,Clare,Clare,Anneville
1055,"Oldcourt, Cork",-956496,6840506,3.607007922090195e-13,-3.803399317255879,Cork,Cork,Oldcourt
1056,"Drombrow, Cork",-1047051,6747149,3.812675644596367e-13,-3.803369302169164,Cork,Cork,Drombrow
1057,"Ballyhugh, Cavan",-839901,7185902,2.410424793147182e-13,-3.8036048299241396,Cavan,Cavan,Ballyhugh
1058,"Glasleck, Cavan",-770544,7166078,2.2412133514721677e-13,-3.803639675485114,Cavan,Cavan,Glasleck
1059,"Garrysallagh (D'Arcy), Cavan",-810247,7135117,2.2972004914849226e-13,-3.803627937677716,Cavan,Cavan,Garrysallagh
1060,"Mullagh, Cavan",-775982,7135470,2.3096051001749083e-13,-3.803625365627098,Cavan,Cavan,Mullagh
1061,"Tullynavinn, Donegal",-794854,7394987,2.313393436714911e-13,-3.803624582159644,Donegal,Donegal,NA
1062,"Doon, Donegal (Doon Rock)",-870627,7366998,2.061432810646808e-13,-3.803678892041046,Donegal,Donegal,Doon
1063,"Templetown, Wexford",-767916,6831320,2.338406341707902e-13,-3.8036194328300597,Wexford,Wexford,Templetown
1064,"Saltee Island Great, Wexford (Saltee Island Great)",-735192,6822264,1.796742605542283e-13,-3.8037415029233235,Wexford (Saltee Island Great),Wexford,Saltee Island Great
1065,"Conundrum South, Northumberland (Halidon Hill Iron Age Fort)",-225617,7515916,2.834751048464298e-12,-3.801929010351526,Northumberland,Northumberland,Berwick upon Tweed
1066,"An Machaire, Donegal",-937991,7346041,2.0701405091135405e-13,-3.803676935637155,Donegal,Donegal,An Machaire
1067,"Drumnasillagh, Donegal",-920177,7321700,2.3930258993836985e-13,-3.8036083280510473,Donegal,Donegal,Drumnasillagh
1068,"An Bhraid Ochtarach, Donegal",-965919,7304848,2.4752968413492984e-13,-3.8035919489296566,Donegal,Donegal,An Bhraid ochtarach
1069,"Liathleitir, Galway",-1027385,7045053,3.980399744198336e-13,-3.8033456962695897,Galway,Galway,Liathleitir
1070,"Fawnlion, Leitrim",-925996,7223968,3.200090404063048e-13,-3.8034626355987835,Leitrim,Leitrim,Fawnlion
1071,"Woodford Demesne, Leitrim",-855602,7181625,2.5446975867170053e-13,-3.803578441369775,Leitrim,Leitrim,Woodford Demesne
1072,"Ballinwing, Leitrim",-893356,7170074,2.9734161674678656e-13,-3.803500523354542,Leitrim,Leitrim,Ballinwing
1073,"Glen (Richards), Wexford (Pollshone Moat)",-692666,6912473,1.9253428603621678e-13,-3.803710290697531,Wexford,Wexford,Glen (Richards)
1074,"Ballinteskin, Louth",-695682,7183507,1.9122178974773592e-13,-3.8037134044871594,Louth,Louth,Ballinteskin
1075,"Ballycahill, Limerick",-941096,6883717,3.6742185138056663e-13,-3.8033893728485655,Limerick,Limerick,Ballycahill
1076,"Chatton Law Camp, Northumberland (Chatton Park)",-210077,7470979,2.5879146379463046e-12,-3.8020121626060335,Northumberland,Northumberland,Chatton
1077,"Bessie's Hill, Dumfries & Galloway",-354067,7409971,2.8331017698223437e-12,-3.801929547887813,Dumfries & Galloway,Dumfriesshire,Eskdalemuir
1078,"Errew, Mayo",-1031138,7180316,3.830703715588369e-13,-3.80336672856443,Mayo,Mayo,Errew
1079,"Cloghans, Mayo",-1026316,7181805,3.7733877699779833e-13,-3.803374941960306,Mayo,Mayo,Cloghans
1080,"Treanbeg, Mayo",-1065430,7157664,4.25547263741075e-13,-3.8033085222430008,Mayo,Mayo,Treanbeg
1081,"Doontrusk, Mayo",-1065846,7153598,4.253458521799266e-13,-3.8033087879051957,Mayo,Mayo,Doontrusk
1082,"Bank Head Hill, Dumfries & Galloway (Bankhead Hill; Bank Head Hill 2; Bankburnfoot)",-351454,7405383,2.7959788950465046e-12,-3.8019417085463085,Dumfries & Galloway,Dumfriesshire,Westerkirk
1083,"Castlecarra, Mayo (Doon Wood.)",-1031529,7117904,3.846823684746012e-13,-3.8033644349022104,Mayo,Mayo,Castlecarra
