Main_Atlas_Number,Main_Display_Name,Boundary_Boundary_Comments,Boundary_Boundary_Type,Boundary_Current_Parish_2
3928,"Innerwick Castle, East Lothian",NA,NA,NA
3929,"Glen Cottage, East Lothian (Dry Burn)",NA,NA,NA
3930,"Branxton Cottage, East Lothian (Black Castle Cottage)",NA,NA,NA
3931,"Harp Law, East Lothian",NA,NA,NA
3932,"Traprain Law, East Lothian (Dumpender Law)",NA,NA,NA
3933,"Hadley Wood, Greater London Authority","The former counties of Middlesex and Hertfordshire, now Enfield and Chipping Barnet Borough Constituencies, lay 27m to the N of the enclosure.",Other,NA
3934,"Carfrae, Scottish Borders (Carfraegate)",NA,NA,NA
3935,"Damerham, Hampshire",NA,NA,NA
3936,"Headshaw, Scottish Borders",NA,NA,NA
3937,"Kirktonhill, Scottish Borders",NA,NA,NA
3938,"Worlebury Camp, North Somerset",NA,NA,NA
3939,"Wain's Hill, North Somerset",NA,NA,NA
3940,"Cadbury Hill Camp, Congresbury, North Somerset (Cadbury, Congresbury; Cadcong)",NA,Parish/Townland,Yatton
3941,"Overhowden, Scottish Borders",NA,NA,NA
3942,"Norsey Wood, Essex",NA,NA,NA
3943,"Camulodunum, Essex",The boundary between the parliamentary constituencies of Colchester and Witham follows the line of Gryme's Dyke (List entry Number 1019960) in the W,Other,NA
3944,"Skitt's Hill Camp, Essex (Braintree; Mount House)",NA,NA,NA
3945,"Hougham Without, Kent",The boundary between Hougham Without and Capel le Ferne loops around the area,Parish/Townland,NA
3946,"Bowerhouse, Scottish Borders (Nether Bowerhouse)",NA,NA,NA
3947,"Kirktonhill, Scottish Borders",NA,NA,NA
3948,"Cadbury Castle, South Cadbury, Somerset (South Cadbury; South Cadbury Castle)",NA,NA,NA
3949,"Huntshaw, Scottish Borders",NA,NA,NA
3950,"Horton Camp, South Gloucestershire (The Castles)",NA,NA,NA
3951,"Camp Hill, South Gloucestershire (Rockhampton)",NA,Parish/Townland,Rockhampton
3953,"Knole Park Camp, South Gloucestershire",NA,NA,NA
3954,"Abbey Camp, Alveston, South Gloucestershire (Little Abbey Camp; Castle Camp)",NA,NA,NA
3955,"Elberton Camp, South Gloucestershire (Oldown Settlement)",NA,NA,NA
3957,"Bloody Acre, South Gloucestershire",NA,NA,NA
3958,"Dyrham Camp, South Gloucestershire (Talbot Farm; Barhill Camp; Burrills Camp; Burrell's Camp; Hinton Hillfort)",NA,NA,NA
3959,"Old Sodbury Camp, South Gloucestershire (Sodbury Camp)",NA,Parish/Townland,Sodbury
3960,"Sodbury Camp, Barnhill Quarry, South Gloucestershire",NA,NA,NA
3961,"Bury Hill, Winterbourne, South Gloucestershire (Bury Hill, Moorend; Winterbourne Bury Hill)",NA,Parish/Townland,Mangotsfield Urban
3962,"Berwick, Bath and NE Somerset (Berewyke; Berewyck,)",NA,NA,NA
3963,"Little Solsbury Hill Camp, Bath and NE Somerset (Solsbury Hill, Batheaston; Little Solisbury Camp)",NA,NA,NA
3965,"Highbury Hill, Bath and NE Somerset",NA,Parish/Townland,High Littleton
3967,"Stantonbury Camp, Bath and NE Somerset",NA,NA,NA
3968,"Little Down Camp, Bath and NE Somerset",NA,NA,NA
3969,"South Stoke, Bath and NE Somerset",NA,NA,NA
3970,"Maes Knoll Camp, Bath and NE Somerset (Maes Knoll Tump; Maesknoll Tump; Maes Tump)",NA,Parish/Townland,Whitchurch
3971,"Burledge, Bath and NE Somerset (Burledge Hill; Burledge Common)",NA,Parish/Townland,Stowey-Sutton
3972,"Tunley Camp, Bath and NE Somerset",NA,Parish/Townland,Priston
3973,"The Castle, Tytherington, South Gloucestershire (Castle Hill; Tytherington Hillfort)",NA,NA,NA
3974,"Backwell, North Somerset",NA,NA,NA
3975,"Banwell Camp, North Somerset",NA,NA,NA
3976,"Tap's Combe Camp, North Somerset",NA,NA,NA
3977,"Burrington Camp, North Somerset",NA,NA,NA
3978,"Dolebury Camp, North Somerset (Doleburry Warren; Rowbarrow; Dolbury Camp)",NA,Parish/Townland,Shipham
3979,"Dinghurst Camp, North Somerset",NA,NA,NA
3980,"Cleeve Toot Camp, North Somerset",NA,NA,NA
3982,"Tinker's Batch, North Somerset (Elborough Hill)",NA,NA,NA
3983,"Stokeleigh Camp, North Somerset",NA,Parish/Townland,Abbots Leigh
3984,"Burgh Walls Camp, North Somerset (Burwalls Camp; Bower Walls Camp; Burgh Walls; Bowre Walls; Borough Walls)",NA,NA,NA
3985,"Conygar, North Somerset (Conygar Camp; Portbury)",NA,NA,NA
3986,"Cadbury Camp, Tickenham, North Somerset",NA,Parish/Townland,Clapton
3987,"Black Hill, Earlston, Scottish Borders (Black Hill, Cowdenknowes)",NA,NA,NA
3988,"White Hill, Earlston, Scottish Borders",NA,NA,NA
3989,"Fengate, Peterborough",NA,NA,NA
3990,"Redpath, Scottish Borders",NA,NA,NA
3991,"Blythe, Scottish Borders",NA,NA,NA
3992,"Bonnet Plantation, Scottish Borders",NA,NA,NA
3994,"Thirlestane Hill, Scottish Borders",NA,NA,NA
3995,"Annables Farm, Hertfordshire",NA,NA,NA
3996,"Boon Hill, Scottish Borders",NA,NA,NA
3997,"Seasalter, Kent",NA,NA,NA
3998,"Thirlestane, Scottish Borders",NA,NA,NA
3999,"Boon, Scottish Borders",NA,NA,NA
4000,"Selsey-Chichester, West Sussex",NA,NA,NA
4001,"Chester Hill, Lauder, Scottish Borders",NA,NA,NA
4002,"Legerwood Hill, Scottish Borders",NA,NA,NA
4003,"Birkenside Hill, Scottish Borders",NA,NA,NA
4004,"West Morriston, Scottish Borders",NA,NA,NA
4005,"Grizzlefield, East Rings, Scottish Borders",NA,NA,NA
4006,"Grizzlefield, West Rings, Scottish Borders",NA,NA,NA
4007,"Bemersyde, Scottish Borders",NA,NA,NA
4008,"Longcroft, Scottish Borders",NA,NA,NA
4009,"West Addinston Hill, Scottish Borders (Addinston)",NA,NA,NA
4010,"Kelphope Burn, Scottish Borders (Dodcleugh)",NA,NA,NA
4011,"Tollis Hill, Scottish Borders",NA,NA,NA
4012,"Hillhouse, Scottish Borders",NA,NA,NA
4013,"Wallace's Knowe, Scottish Borders (Glenburnie)",NA,NA,NA
4014,"Harefaulds, Scottish Borders (Haerfaulds)",NA,NA,NA
4015,"Gretton, Northamptonshire",NA,NA,NA
4016,"Blackchester, Scottish Borders",NA,NA,NA
4017,"Nether Howden Rings, Scottish Borders",NA,NA,NA
4018,"Lylestone Plantation, Scottish Borders",NA,NA,NA
4019,"Burncastle, Scottish Borders",NA,NA,NA
4020,"Dabshead, Scottish Borders (Dabshead Hill; Dubshood; Dabshood)",NA,NA,NA
4021,"Courthill, Scottish Borders",NA,NA,NA
4022,"Third, Scottish Borders",NA,NA,NA
4023,"Sand Point, North Somerset",NA,NA,NA
4024,"Brotherstone Hill West, Scottish Borders",NA,NA,NA
4025,"Butchercote, Scottish Borders",NA,NA,NA
4026,"Heckside Plantation, Clinthill, Scottish Borders (Heckside Plantation 1; Clinthill; Clint Lodge; Heckside 1)",NA,NA,NA
4027,"Heckside Plantation, Clinthill, Scottish Borders (Heckside Plantation 2; Clinthill; Heckside 2)",NA,NA,NA
4028,"Whitrighill, Scottish Borders (Whiterigg Hill)",NA,NA,NA
4029,"Blackcastle Rings, Scottish Borders",NA,NA,NA
4030,"Rumbleton Law, Scottish Borders",NA,NA,NA
4031,"Hareheugh Craigs, Scottish Borders (Stenmuir)",NA,NA,NA
4032,"Calleva Atrebatum, Hampshire (Silchester (The Inner Earthwork))",NA,NA,NA
4033,"Fans, Scottish Borders",NA,NA,NA
4034,"Gordon Castle, Bogle Plantation, Scottish Borders",NA,NA,NA
4035,"Clifton Down Camp, City of Bristol (Clifton Camp; Clifton Down Promontory Fort; St Vincent's Rocks)",NA,NA,NA
4036,"Bagendon, Gloucestershire (Perrotts Brook Dykes)",N/A as not a hillfort,NA,NA
4037,"High Brotheridge, Gloucestershire (High Brotheridge Camp; Cooper's Hill Camp)",Not a hillfort.,NA,NA
4038,"Knock Hill, Scottish Borders",NA,NA,NA
4039,"Wrunklaw, Scottish Borders (Wrinklaw; Runklie; Horseupcleugh)",NA,NA,NA
4040,"Kingsrig, Scottish Borders (Kingrig)",NA,NA,NA
4041,"Springhill, Scottish Borders (Birgham Haugh)",NA,NA,NA
4043,"Blaise Castle, City of Bristol (Henbury)",NA,NA,NA
4044,"King's Weston Down Camp, City of Bristol (King's Weston Hill Camp)",NA,NA,NA
4045,"King's Weston Hill, City of Bristol",NA,NA,NA
4046,"The Chesters, Fogo, Scottish Borders (Chesters, Marchmont)",NA,NA,NA
4047,"Lintmill Bridge, Scottish Borders (Blackadder Water)",NA,NA,NA
4048,"Belchester, Scottish Borders",NA,NA,NA
4049,"Maiden Castle, Swaledale, North Yorkshire",NA,NA,NA
4050,"Hardacres Hill, Scottish Borders",NA,NA,NA
4051,"Cockburn Law, Scottish Borders",NA,NA,NA
4052,"Preston Cleugh, Scottish Borders (Bunkle Edge; Prestoncleugh)",NA,NA,NA
4053,"Preston Haugh, Scottish Borders",NA,NA,NA
4054,"Cumledge Mill, Scottish Borders",NA,NA,NA
4055,"Duns Law, Scottish Borders",NA,NA,NA
4056,"Cairnbank, Scottish Borders",NA,NA,NA
4057,"Raecleugh Head Hill, Scottish Borders",NA,NA,NA
4059,"Castle Hill, Crewkerne, Somerset",NA,NA,NA
4060,"Bat's Castle, Somerset (Bat's Castle Camp; Caesar's Camp)",NA,NA,NA
4061,"Raecleugh Head, Scottish Borders",NA,NA,NA
4062,"Raecleuch Head, Scottish Borders",NA,NA,NA
4063,"Ewieside Hill, Scottish Borders",NA,NA,NA
4064,"Coombe Hill, City of Bristol",NA,NA,NA
4065,"Big Chesters, Bowshiel, Scottish Borders",NA,NA,NA
4066,"Oldbury Court, City of Bristol",NA,NA,NA
4067,"Mid Chesterfield, Stockbridge, Scottish Borders",NA,NA,NA
4068,"Aldebury, City of Bristol",NA,NA,NA
4069,"Edin's Hall, Scottish Borders (Edinshall)",NA,NA,NA
4070,"Shannabank Hill, Scottish Borders (Shannobank)",NA,NA,NA
4071,"Clifton Hill, Scottish Borders (Cliftonhill Field; Hoprig; Dovecot Hall)",NA,NA,NA
4072,"Coldstream, Scottish Borders (Cottage Hospital, Coldstream)",NA,NA,NA
4073,"Greenknowe, Scottish Borders (Bellshiel)",NA,NA,NA
4074,"Milne Graden, Scottish Borders (Littlehaugh Shiel; Milne Graden Policies)",NA,NA,NA
4075,"Lennelhill, Scottish Borders",NA,NA,NA
4076,"Milne Graden, Scottish Borders (Hamilton House; Milne Graden Policies)",NA,NA,NA
4077,"Hatchednize, Scottish Borders",NA,NA,NA
4078,"Hirsel Law, Scottish Borders (The Hirsel Policies)",NA,NA,NA
4079,"Coldstream, Scottish Borders",NA,NA,NA
4080,"Hatchednize, Scottish Borders",NA,NA,NA
4081,"Ninewells, Scottish Borders",NA,NA,NA
4082,"Stuartslaw, Scottish Borders",NA,NA,NA
4083,"Oldcastles, Scottish Borders (Billiemire Burn)",NA,NA,NA
4084,"Billie Mains, Scottish Borders (Auchencrow Mains)",NA,NA,NA
4085,"Allt Fawr, Pembrokeshire",NA,Parish/Townland,Vorlan
4086,"Maines South Lodge, Scottish Borders",NA,NA,NA
4087,"Pwll-y-Rhyd, Powys",NA,NA,NA
4088,"Marden, Scottish Borders",NA,NA,NA
4089,"Mullock Bridge West, Pembrokeshire",NA,NA,NA
4090,"Borough Head, Pembrokeshire",NA,NA,NA
4091,"Mouth Bridge, Scottish Borders",NA,NA,NA
4092,"Haly Jo, Lumsdaine, Scottish Borders (Shilments Field)",NA,NA,NA
4093,"Lowries Knowes, Scottish Borders",NA,NA,NA
4094,"Earn's Heugh Nw, Scottish Borders (Tun Law)",NA,NA,NA
4095,"Earn's Heugh Se, Scottish Borders (Tun Law; Yearns Heugh; Earnsheugh)",NA,NA,NA
4096,"Coldingham Loch, Scottish Borders (Biter's Craig)",NA,NA,NA
4097,"Lumsdaine Dean, Scottish Borders (Dowlaw Burn; Lumsdain Dean)",NA,NA,NA
4098,"Lumsdaine Dean, Scottish Borders (Dowlaw Burn; Lumsdain Dean)",NA,NA,NA
4099,"East Reston Mill, Scottish Borders (East Reston)",NA,NA,NA
4100,"Ferneycastle, Scottish Borders (Ferney Castle)",NA,NA,NA
4101,"Coveyheugh, Scottish Borders",NA,NA,NA
4103,"Greenwood, Scottish Borders",NA,NA,NA
4104,"Marygoldhill Plantation, Scottish Borders (Marygold Plantation; Bunkle Edge)",NA,NA,NA
4105,"Marygoldhill Plantation, Scottish Borders (Marygold Plantation; Bunkle Edge)",NA,NA,NA
4106,"Dogbush Plantation, Scottish Borders (Marygold; Bunkle Edge)",NA,NA,NA
4107,"Warlawbank, Horseley Hill, Scottish Borders (Horseley Hill)",NA,NA,NA
4108,"Fosterland Burn, Scottish Borders (Fosterlands)",NA,NA,NA
4109,"Blue House, Scottish Borders (Sunnyside)",NA,NA,NA
4110,"Black Ball Camp, Somerset (British Camp)",NA,NA,NA
4111,"Brander Heugh, Scottish Borders (Lumsdaine)",NA,NA,NA
4112,"Cow Castle, Somerset (Ring Castle; Cae Castle)",NA,NA,NA
4113,"Grabbist Hill, Somerset",NA,NA,NA
4114,"Dean Castles, Scottish Borders (West Mains, Dean)",NA,NA,NA
4115,"Siccar Point, Scottish Borders",NA,NA,NA
4116,"Holywell Haugh, Scottish Borders",NA,NA,NA
4117,"Fishwick Mains, Scottish Borders",NA,NA,NA
4118,"Oldberry Castle, Somerset (Oldbury Castle)",NA,NA,NA
4119,"Mounsey Castle, Somerset (Mounsey Camp)",NA,Parish/Townland,Withypool
4120,"Greenfield, Scottish Borders (Greenfield, Camp Field Fort; Hilltops)",NA,NA,NA
4121,"Foulden, Scottish Borders (New Farm; No 9 Kirkbanny; Deans Burns)",NA,NA,NA
4122,"Edrington Bastle, Scottish Borders (Chesterfield; Witches Cleuch; Whiteadder Water)",NA,NA,NA
4123,"Union Bridge, Scottish Borders",NA,NA,NA
4124,"Harper Heugh, Scottish Borders",NA,NA,NA
4125,"Pettico Wick, Scottish Borders",NA,NA,NA
4126,"Fleurs, Scottish Borders",NA,NA,NA
4127,"Brewer's Castle, Somerset",NA,Parish/Townland,Dulverton
4128,"Bennison's Brae, Scottish Borders",NA,NA,NA
4129,"Hetha Burn West, Northumberland",NA,Parish/Townland,Grey's Forest
4130,"Chester Hill, Scottish Borders (Greystonelees; Hindchester)",NA,NA,NA
4131,"Catch-a-Penny, Scottish Borders (Catch-a-Penny House; Lamberton Smallholdings)",NA,NA,NA
4132,"Fancove Head, Scottish Borders",NA,NA,NA
4133,"Aytonlaw W, Scottish Borders (Castle Dikes; 8 Aytonlaw Cottages; Hairy Craigs Quarry; Eye Water)",NA,NA,NA
4134,"Aytonlaw E, Scottish Borders (Castle Dikes; 8 Aytonlaw Cottages; Eye Water)",NA,NA,NA
4135,"Camphill, Northumberland",NA,NA,NA
4136,"Linthill, Scottish Borders",NA,NA,NA
4137,"Cornhill, Northumberland",NA,NA,NA
4138,"Whidden Hill, Northumberland",NA,NA,NA
4139,"Furzebury Brake, Somerset (East Myne Camp)",NA,NA,NA
4140,"Bury Castle, Selworthy, Somerset",NA,NA,NA
4141,"Bury Castle Camp, Brompton Regis, Somerset",NA,NA,NA
4142,"Ayton, Scottish Borders",NA,NA,NA
4143,"Bemersyde Moss, Scottish Borders",NA,NA,NA
4144,"Hutton, Scottish Borders",NA,NA,NA
4145,"Nenthorn Bridge, Scottish Borders",NA,NA,NA
4147,"Symonds Yat, Gloucestershire",NA,Parish/Townland,Whitchurch
4148,"Lancaut, Gloucestershire (Spital Meend)",NA,Parish/Townland,St Arvans
4149,"Lydney Park Camp, Gloucestershire (Lydney Camp; Lydney Park Promontory Fort; Camp Hill Promontory Fort)",NA,Parish/Townland,Aylburton
4150,"St Abb's Head, Scottish Borders (Kirk Hill; Colodaesburg)",NA,NA,NA
4151,"Torr Alvie, Highland (North Kinrara Farmstead ; Tor Alvie)",NA,NA,NA
4152,"Hewletts Camp, Gloucestershire",NA,Parish/Townland,Charlton Kings
4153,"Habchester, Scottish Borders (Bastleridge)",NA,Parish/Townland,Ayton
4154,"Unnamed, Dowdeswell, Gloucestershire",NA,Parish/Townland,Withington
4155,"Green Ditches, Gloucestershire",NA,NA,NA
4156,"Tetbury Camp, Gloucestershire",NA,Parish/Townland,Long Newnton
4157,"Unnamed, May Hill,  Longhope, Gloucestershire",NA,NA,NA
4158,"Dixton Hill Camp, Gloucestershire",NA,Parish/Townland,Alderton
4159,"Toddington Deer Park, Gloucestershire",NA,Parish/Townland,Winchcombe
4161,"Sutton Common, South Yorkshire",Parish boundary between Norton and Owston lies to the S. Parish boundary between Norton and Burghwallis lies to the W.,Parish/Townland,Owston; Burghwallis
4162,"Bamburgh Castle, Northumberland",NA,NA,NA
4163,"Churchdown Hill, Gloucestershire",NA,Parish/Townland,Hucclecote
4164,"Soudley Camp, Gloucestershire",NA,Parish/Townland,Newnham
4166,"Freezing Hill, South Gloucestershire (Royal Camp; Old Dyke; Furzen Hill)",NA,Parish/Townland,Doynton
4167,"Falkirk, Callendar Woods, Falkirk",NA,NA,NA
4168,"Leckhampton Hill, Gloucestershire (Leckhampton Camp; The Devil's Chimney)",NA,Parish/Townland,Coberley
4169,"Yell, Burgi Geos, Shetland Islands",NA,NA,NA
4170,"Unst, Flubersgerdie, Shetland Islands (Taing of Brough)",NA,NA,NA
4171,"Bowhill, Scottish Borders",NA,NA,NA
4172,"Lambigart, Shetland Islands",NA,NA,NA
4173,"Dunlappie, Angus",NA,NA,NA
4174,"Burrier Head, Shetland Islands (Dale)",NA,NA,NA
4175,"Clett, Shetland Islands (Burrier Head; Dale)",NA,NA,NA
4176,"Weinnia Ness, Shetland Islands",NA,NA,NA
4177,"Burri Stacks, Culswick, Shetland Islands",NA,NA,NA
4178,"Bay of Garth, Shetland Islands (Ness; Collaster; Ness of Garth)",NA,NA,NA
4179,"Hoga Ness, Unst, Shetland Islands",NA,NA,NA
4180,"Ness of Burgi, Shetland Islands",NA,NA,NA
4181,"Tonga, Scatness, Shetland Islands (North Fort, Scatness; Scat Ness)",NA,NA,NA
4182,"Kame of Isbister, Shetland Islands",NA,NA,NA
4183,"Lambhoga Head, Shetland Islands (Lammigert)",NA,NA,NA
4184,"Sumburgh Head, Shetland Islands (Geo of Toun)",NA,NA,NA
4185,"Broch of Burland, Shetland Islands",NA,NA,NA
4186,"Earthwork N of Stubbs Wood, Merehead, Somerset (Merehead Camp)",NA,Parish/Townland,Cranmore
4187,"Broch of Aithsetter, Shetland Islands",NA,NA,NA
4188,"Burraland, Shetland Islands (Burroland; Broch of Burraland)",NA,NA,NA
4189,"Birrier of West Sandwick, Yell, Shetland Islands",NA,NA,NA
4190,"Noss Sound, Bressay, Shetland Islands",NA,NA,NA
4191,"Hog Sound, Shetland Islands",NA,NA,NA
4192,"Brough of Stoal, Aywick, Shetland Islands (Yell, Aywick, Brough of Stoal; The Snuti)",NA,NA,NA
4193,"Ruir Taing, Lamb Hoga, Fetlar, Shetland Islands (Fetlar, Ruir Taing, Lamb Hoga; Broch of Burgastoon)",NA,NA,NA
4194,"Aithbank, Winna Tonga, Fetlar, Shetland Islands (Fetlar, Aithbank, Winna Tonga)",NA,NA,NA
4195,"Outer Brough, Fetlar, Shetland Islands (Strandiborough; Strandburgh Ness)",NA,NA,NA
4196,"Inner Brough, Fetlar, Shetland Islands (Strandburgh Ness)",NA,NA,NA
4197,"Brei Holm, Papa Stour, Shetland Islands (Papa Stour, Brei Holm, 'Leper Houses'; Maiden Stack)",NA,NA,NA
4198,"Aastack, Yell, Shetland Islands",NA,NA,NA
4199,"Santon Burn, Middle",NA,NA,NA
4200,"Ballure, Garff (Possibly Dane's Camp)",NA,NA,NA
4201,"Borrane Creglea, Glenfaba (Borrane Promontory Fort, Niarbyl)",NA,NA,NA
4202,"Borrane Ballelby, Glenfaba (Boirane)",NA,NA,NA
4203,"Buggane Mooar, Glenfaba (Cashtal y Vuggane Mooar)",NA,NA,NA
4204,"Buroo, Calf of Man, Rushen",NA,NA,NA
4205,"Caigher Point, Calf of Man, Rushen",NA,NA,NA
4206,"Cashtal Ree Gorree, Ayre (Balyhamig)",NA,NA,NA
4207,"Cronk Mooar ny Traagh, Patrick, Glenfaba",NA,NA,NA
4208,"Janetstown, Highland (Janetstown Harbour; Latheronwheel House)",NA,NA,NA
4209,"Poll An Easaich, Highland",NA,NA,NA
4210,"Skye, Leitir Fura, Kinloch, Highland (Leitir Fura, Kinloch, Isle of Skye)",NA,NA,NA
4211,"Skye, Rubha Varevan, Highland",NA,NA,NA
4212,"Comar Wood, Highland (Strath Glass)",NA,NA,NA
4213,"Little Switzerland, Middle",NA,NA,NA
4214,"Achingale, Highland",NA,NA,NA
4215,"Meary Veg, Middle",NA,NA,NA
4216,"Purt ny Ceebagh, Middle (Purt ny Ceabagh)",NA,NA,NA
4217,"The Cashtal, Ballagawne, Garff (Caishtal)",NA,NA,NA
4218,"Ormond Castle, Highland (Castle of Avoch)",NA,NA,NA
4219,"Cuddy's Cove, Northumberland",NA,NA,NA
4220,"Dunstanburgh Castle, Northumberland",NA,NA,NA
4221,"Grindon North, Northumberland",NA,NA,NA
4222,"Towlfoggy, Rushen (Perwick)",NA,NA,NA
4223,"Vowlan, Ayre (Hangman's Hill, Danes' Fort)",NA,NA,NA
4224,"Niarbyl, Glenfaba",NA,NA,NA
4226,"Baldersbury Hill, Northumberland",NA,NA,NA
4227,"Needle's Eye, Northumberland",NA,NA,NA
4228,"Stirling Castle, Stirling (Stirling, Castle Rock)",NA,NA,NA
4229,"Craig Rock, Fife",NA,NA,NA
4230,"Monkton Windmill, South Ayrshire",NA,NA,NA
4231,"Craighead Law, East Ayrshire (Lea Hill; Law Hill)",NA,NA,NA
4232,"Chillerton Down Camp, Isle of Wight (Five Barrows)",NA,NA,NA
4233,"Castle Hill, Brighstone, Isle of Wight (Castle Hill, Mottistone)",NA,NA,NA
4234,"Bonchurch, Isle of Wight",NA,NA,NA
4235,"Yaverland, Isle of Wight",NA,NA,NA
4236,"Ellacott Camp Gardens, Gloucestershire",NA,NA,NA
4237,"Brent Tor, Devon",NA,NA,NA
4238,"Castle Close, Devon",NA,Parish/Townland,Huntsham
4239,"Cunnilear, Devon (Coneybeare Wood)",NA,Parish/Townland,Bratton Fleming
4241,"Northcott Wood Camp, Devon (Pickleberry Hill)",NA,Parish/Townland,St Giles on the Heath
4242,"Spylaw Farm, Northumberland",NA,NA,NA
4243,"Hazelrigg Farm, Northumberland",NA,NA,NA
4244,"Turtley, Devon (Roman Camp)",NA,NA,NA
4245,"Stickle Heaton, Northumberland",NA,NA,NA
4246,"Tiptoe Wood, Northumberland",The River Till to the S forms the parish boundary between Duddo and Cornhill-on-Tweed,Parish/Townland,Cornhill-on-Tweed
4247,"Twizel Smithy, Northumberland",The River Till to the S forms the parish boundary between Duddo and Cornhill-on-Tweed,Parish/Townland,Cornhill-on-Tweed
4248,"Westfield, Northumberland",NA,NA,NA
4249,"Prior House, Northumberland",The boundary between Berwick on Tweed and Ord lies directly to the S of the cropmark,Parish/Townland,Ord
4251,"Young Bush Wood, Scottish Borders (Chester Hill)",NA,NA,NA
4252,"Wolstonbury, West Sussex",NA,NA,NA
4253,"Bincknoll Castle, Wiltshire (Bincknoll Camp)",NA,Parish/Townland,Broad Town
4254,"Twizel Redhouse, Northumberland (Bog Plantation)",NA,NA,NA
4255,"Castlerigg, Cumbria",NA,NA,NA
4256,"Oidaport Camp, Devon (Oldaport Fort)",NA,Parish/Townland,Kingstone
4257,"Castle Hill, Beaford, Devon (Castle Hill Camp)",NA,Parish/Townland,Little Torrington
4258,"Woodhouse, Queen's Nympton, Devon",NA,Parish/Townland,George Nympton
4259,"Fair Isle, Burrista, Shetland Islands",NA,NA,NA
4260,"Fetlar, Sna Broch, Shetland Islands",NA,NA,NA
4261,"Unnamed Hillfort E of Buck's Mills, Devon",NA,NA,NA
4262,"Brent Hill, Devon",NA,NA,NA
4263,"Unnamed (Kirknewton), Northumberland",NA,NA,NA
4264,"Place Wood, Devon (Tower Hill Castle)",NA,NA,NA
4265,"Halsdon, Devon",NA,NA,NA
4266,"Kenidjack Castle, Cornwall",NA,NA,NA
4267,"Hilton Wood Castle, Cornwall",NA,NA,NA
4268,"Demelza Castle, Cornwall (Demelsa Castle)",NA,NA,NA
4270,"Prideaux Castle, Cornwall (The Warren; Prideaux Warren)",NA,NA,NA
4271,"Bury Down, Lanraeth, Cornwall (Bury Camp, Lanreath; Bury Down Fort)",NA,NA,NA
4272,"The Round, Kenwyn, Cornwall (Bosvisack)",NA,NA,NA
4273,"Trethinna Camp, Cornwall",NA,NA,NA
4274,"Trelaske Wood, Cornwall",NA,Parish/Townland,South Petherwin
4276,"Arran, Cnoc Ballygowan, North Ayrshire",NA,NA,NA
4277,"Groat Haugh East, Northumberland",The boundary between Norham and The Scottish Borders follows the line of the River Tweed,National,NA
4278,"Shoreswood Loan, Northumberland",NA,NA,NA
4279,"Bleak Ridge, Northumberland",NA,NA,NA
