Main_Atlas_Number,Main_Display_Name,Location_X,Location_Y,Density,Density_trans,Location_Current_County,Location_Historic_County,Location_Current_Parish
2083,"Castell Meherin East, Pembrokeshire (Castell Mehren East)",-521672,6759302,1.5548581978468582e-12,-1.999997506120935,Pembrokeshire,Pembrokeshire,Lampeter Velfrey
2084,"Blaen Gywddno, Pembrokeshire (Blaengwaith-Noah Camp; Blaengwaith Noah Camp)",-521063,6760295,1.5615380166766216e-12,-1.999997500769705,Pembrokeshire,Pembrokeshire,Lampeter Velfrey
2085,"Islay, Cnoc Eabriic, Argyll & Bute",-702886,7502187,6.09082850747902e-13,-1.9999984391247958,Argyll & Bute,Argyll,Killarow And Kilmeny
2086,"Freshwater East Camp, Pembrokeshire",-540868,6736806,1.3347695570903845e-12,-1.9999976893554519,Pembrokeshire,Pembrokeshire,Lamphey
2087,"Greenala Camp, Pembrokeshire (Greenala Point Fort)",-543460,6733961,1.301927885143043e-12,-1.999997717958909,Pembrokeshire,Pembrokeshire,Stackpole
2088,"Skomar Camp, Lydstep, Pembrokeshire (Skomer Camp)",-530943,6736092,1.4120451431141688e-12,-1.9999976234098855,Pembrokeshire,Pembrokeshire,Manorbier
2089,"Old Castle Camp, Manorbier, Pembrokeshire (Old Castle Head, Manorbier)",-532348,6734522,1.395142162831759e-12,-1.9999976376772761,Pembrokeshire,Pembrokeshire,Manorbier
2091,"Crowhill Rath, Pembrokeshire",-553849,6767146,1.28151783263842e-12,-1.9999977359171104,Pembrokeshire,Pembrokeshire,Camrose
2092,"Caerau Gaer, Llandewi Velfrey, Pembrokeshire",-523205,6766286,1.558523656383466e-12,-1.9999975031831012,Pembrokeshire,Pembrokeshire,Llanddewi Velfrey
2093,"Castell Gwyndy, Pembrokeshire",-520418,6768236,1.5822293868206081e-12,-1.9999974842660022,Pembrokeshire,Pembrokeshire,Llanddewi Velfrey
2095,"Denant, Pembrokeshire (Denant Rath)",-558129,6760057,1.2273539728933997e-12,-1.9999977842798256,Pembrokeshire,Pembrokeshire,Tiers Cross
2099,"Arnold's Hill, Pembrokeshire",-543811,6764523,1.3794817764391631e-12,-1.9999976509731576,Pembrokeshire,Pembrokeshire,Slebech
2100,"Berry Hill, Pembrokeshire",-536119,6803809,1.4466001558328645e-12,-1.999997594506158,Pembrokeshire,Pembrokeshire,Nevern
2101,"Castell Gwyn Ii, Pembrokeshire (Castell Gwyn Uchaf)",-528948,6775079,1.5251499596387596e-12,-1.9999975300607622,Pembrokeshire,Pembrokeshire,Llandissilio West
2102,"Berry Slade, Pembrokeshire",-563310,6733506,1.111222532868248e-12,-1.9999978917091918,Pembrokeshire,Pembrokeshire,Castlemartin
2103,"West Angle Bay, Pembrokeshire",-568944,6744178,1.0805441016613409e-12,-1.9999979210155348,Pembrokeshire,Pembrokeshire,Angle
2105,"Stackpole, Pembrokeshire",-545493,6732493,1.2785769393202215e-12,-1.9999977385164698,Pembrokeshire,Pembrokeshire,Stackpole
2109,"Castell Hendre Wen, Pembrokeshire (Castell Hendre-Wen; Castell Bytheg)",-559704,6793411,1.2143206283641294e-12,-1.999997796075656,Pembrokeshire,Pembrokeshire,Scleddau
2110,"Keeston Castle, Pembrokeshire",-562369,6770373,1.191588986389967e-12,-1.9999978168014416,Pembrokeshire,Pembrokeshire,Camrose
2111,"Romans Castle, Pembrokeshire (Ramus Castle)",-562277,6755807,1.1760546132956587e-12,-1.9999978310789657,Pembrokeshire,Pembrokeshire,Walwyn's Castle
2113,"Molleston Back Camp, Pembrokeshire (Molleston Bank; Grove)",-531497,6760907,1.4831661880629558e-12,-1.9999975642937877,Pembrokeshire,Pembrokeshire,Templeton
2117,"Islay, Dun Bheolain, Argyll & Bute",-718805,7525245,5.503257459559074e-13,-1.9999985163211318,Argyll & Bute,Argyll,Kilchoman
2118,"Islay, Beinn Sholaraidh, Argyll & Bute",-716825,7529332,5.638226297214001e-13,-1.9999984982375292,Argyll & Bute,Argyll,Kilchoman
2119,"Pen-y-Garn, Carmarthenshire",-452887,6773260,1.8350537657843522e-12,-1.9999972907168728,Carmarthenshire,Carmarthenshire,Llanfihangel Aberbythych
2120,"Islay, Alt Nan Ba, Argyll & Bute",-717584,7529230,5.596674633841614e-13,-1.999998503781482,Argyll & Bute,Argyll,Kilchoman
2122,"Banc y Rhyfel, Carmarthenshire (Dyffryn Camp)",-459010,6785376,1.8527055668612447e-12,-1.9999972777174526,Carmarthenshire,Carmarthenshire,Llanfynydd
2123,"Allt y Ferin, Carmarthenshire",-461862,6779970,1.839626447518223e-12,-1.9999972873434073,Carmarthenshire,Carmarthenshire,Llanegwad
2124,"Dryslwyn Castle, Carmarthenshire",-456568,6775374,1.836636122061691e-12,-1.999997289549025,Carmarthenshire,Carmarthenshire,Llangathen
2125,"Islay, Sron Dubh, Argyll & Bute",-686628,7484897,6.565154719078585e-13,-1.999998379487153,Argyll & Bute,Argyll,Kildalton And Oa
2126,"Grongaer, Llangathen, Carmarthenshire (Grongar Hill)",-453492,6777489,1.844352423477448e-12,-1.9999972838612528,Carmarthenshire,Carmarthenshire,Llangathen
2127,"Pen y Gaer, Llanybydder, Carmarthenshire",-462536,6812682,1.8575931084794314e-12,-1.9999972741290504,Carmarthenshire,Carmarthenshire,Llanybydder
2128,"Islay, Beinn a' Chaisteal,, Argyll & Bute",-717233,7529306,5.616089617444089e-13,-1.999998501188522,Argyll & Bute,Argyll,Kilchoman
2129,"y Gaer, Pencarreg, Carmarthenshire (Gelli; Caer Pencarreg)",-451927,6814342,1.876916106809334e-12,-1.9999972599882432,Carmarthenshire,Carmarthenshire,Pencarreg
2130,"Castell Elwyn, Carmarthenshire",-455910,6813299,1.8706428078165218e-12,-1.9999972645711066,Carmarthenshire,Carmarthenshire,Pencarreg
2131,"Waun-y-Castell, Carmarthenshire (Waen-y-Castell)",-445918,6773763,1.840962878174127e-12,-1.9999972863582565,Carmarthenshire,Carmarthenshire,Dyffryn Cennen
2132,"Maes y Castell, Carmarthenshire",-444416,6788030,1.8709431136681962e-12,-1.9999972643515478,Carmarthenshire,Carmarthenshire,Manordeilo and Salem
2133,"Gaer Fawr, Manordeilo, Carmarthenshire (Gaer Fach)",-444213,6788912,1.872427906035418e-12,-1.999997263266249,Carmarthenshire,Carmarthenshire,Manordeilo and Salem
2134,"Tal-y-Fan, Llandeilofawr, Carmarthenshire",-442252,6785281,1.86759733226248e-12,-1.9999972667987032,Carmarthenshire,Carmarthenshire,Manordeilo and Salem
2135,"Dinefwr Castle, Carmarthenshire (Castell Dinefwr; Dynefor Castle; Dinevor Castle)",-447341,6777873,1.849880285541339e-12,-1.9999972797939154,Carmarthenshire,Carmarthenshire,Llandeilo
2136,"y Gaer Fawr, Carn Goch, Carmarthenshire (y Gaer Fawr)",-434569,6782419,1.8649103452208725e-12,-1.999997268765594,Carmarthenshire,Carmarthenshire,Llangadog
2137,"Islay, Lagavulin, An Dunan, Argyll & Bute",-684254,7488109,6.721849658041119e-13,-1.9999983602622577,Argyll & Bute,Argyll,Kildalton And Oa
2138,"Llwyndu Camp, Carmarthenshire (Llwyn Du Camp)",-436549,6782610,1.86477998314028e-12,-1.9999972688610559,Carmarthenshire,Carmarthenshire,Llangadog
2139,"Islay, Borraichill Mor, Argyll & Bute (Borraniebill Mor; Port Ellen; Brahunissary)",-687892,7487677,6.560182078163754e-13,-1.999998380100981,Argyll & Bute,Argyll,Kildalton And Oa
2140,"y Gaer Fach,  Carn Goch, Llangadog, Carmarthenshire",-435472,6782298,1.8644363005979946e-12,-1.9999972691127446,Carmarthenshire,Carmarthenshire,Llangadog
2141,"Carreg Cegyn, Carmarthenshire",-437739,6780519,1.860035293311102e-12,-1.9999972723377824,Carmarthenshire,Carmarthenshire,Llangadog
2142,"Gelli Diogyn, Carmarthenshire",-514064,6775305,1.6360135659192012e-12,-1.999997441865081,Carmarthenshire,Carmarthenshire,Llanboidy
2146,"Moat Farm Camp, Carmarthenshire",-474678,6750390,1.7326701243558729e-12,-1.999997367381437,Carmarthenshire,Carmarthenshire,Trimsaran
2147,"Careg Llwyd, Carmarthenshire (Gareg Llwyd; Garreg Llwyd; Mynydd Pembrey (West); Garreg Lwyd; Craig Llwyd)",-477079,6745210,1.7067518219181115e-12,-1.9999973871457584,Carmarthenshire,Carmarthenshire,Cefn Sidan
2148,"Islay, Portintruan, Argyll & Bute",-685661,7485009,6.60783704651416e-13,-1.9999983742279315,Argyll & Bute,Argyll,Kildalton And Oa
2149,"Cencoed, Carmarthenshire (Cwm Mawr; Caer Glas)",-467995,6746863,1.7306034059219856e-12,-1.9999973689519914,Carmarthenshire,Carmarthenshire,Cefn Sidan
2150,"Croes Arthur, Carmarthenshire (Cwm Rheiddol; Cwmrheiddol)",-471056,6783862,1.8294416153758873e-12,-1.9999972948629496,Carmarthenshire,Carmarthenshire,Abergwili
2151,"Islay, Port Ellen, Borraichill Mor, Argyll & Bute",-688252,7487478,6.54128941662311e-13,-1.9999983824352356,Argyll & Bute,Argyll,Kildalton And Oa
2152,"Islay, Dun Cheapasaidh Mor, Argyll & Bute",-687263,7522905,7.080082315834811e-13,-1.9999983171354998,Argyll & Bute,Argyll,Killarrow And Kilmeny
2153,"Islay, Dun Nosebridge, Argyll & Bute (Neriby; Dun Noesbridge; Mulindry; Upper Laggan Valley)",-689302,7511330,6.852258158921687e-13,-1.9999983444326461,Argyll & Bute,Argyll,Killarow And Kilmeny
2154,"Islay, Dun Guaidhre, Argyll & Bute (Dun Guaire; Kilmeny)",-686638,7519895,7.075996187142479e-13,-1.9999983176211857,Argyll & Bute,Argyll,Killarow And Kilmeny
2155,"Islay, Bridgend, Argyll & Bute",-695460,7514809,6.604583253899048e-13,-1.9999983746282575,Argyll & Bute,Argyll,Killarow And Kilmeny
2156,"Islay, Bridgend, Borraichill Mor, Argyll & Bute",-700414,7519015,6.406704488678814e-13,-1.9999983991621584,Argyll & Bute,Argyll,Killarow And Kilmeny
2157,"Islay, Rubha Bhollsa, Argyll & Bute (Rubha Bholsa)",-689734,7543742,7.138072789725748e-13,-1.9999983102576777,Argyll & Bute,Argyll,Killarow And Kilmeny
2158,"Islay, Sgairail, Argyll & Bute",-694758,7538146,6.85597407580609e-13,-1.9999983439838074,Argyll & Bute,Argyll,Killarow And Kilmeny
2159,"Islay, Gortantaoid, Argyll & Bute",-697011,7536811,6.73373863953225e-13,-1.9999983588127908,Argyll & Bute,Argyll,Killarow And Kilmeny
2160,"Oronsay, Dun Domhnuill, Argyll & Bute (Oronsay House)",-695490,7562569,6.938826807906354e-13,-1.9999983340075862,Argyll & Bute,Argyll,Colonsay And Oronsay
2161,"Colonsay, Dun Uragaig, Argyll & Bute",-691598,7579380,7.150941195447728e-13,-1.999998308735243,Argyll & Bute,Argyll,Colonsay And Oronsay
2162,"Colonsay, Meall Lamalum, Argyll & Bute",-693828,7576975,7.042927003310152e-13,-1.9999983215570307,Argyll & Bute,Argyll,Colonsay And Oronsay
2163,"Colonsay, Dun Tealtaig, Argyll & Bute",-690291,7579693,7.212875515243814e-13,-1.9999983014270089,Argyll & Bute,Argyll,Colonsay And Oronsay
2164,"Colonsay, Dun Cholla, Argyll & Bute",-691559,7567291,7.143548956138627e-13,-1.999998309609636,Argyll & Bute,Argyll,Colonsay And Oronsay
2165,"Colonsay, Dun Eibhinn, Argyll & Bute",-691069,7572467,7.174117009468728e-13,-1.9999983059968112,Argyll & Bute,Argyll,Colonsay And Oronsay
2166,"Colonsay, Dun Gallain, Argyll & Bute",-696923,7569865,6.882023655430381e-13,-1.9999983408407362,Argyll & Bute,Argyll,Colonsay And Oronsay
2167,"Islay, Fang a' Chaisteil, Argyll & Bute",-677470,7488052,6.996483909101241e-13,-1.999998327100253,Argyll & Bute,Argyll,Kildalton And Oa
2168,"Islay, Lagavulin, Barr An T-Seann Duine, Argyll & Bute",-682364,7485508,6.753462068597297e-13,-1.999998356410992,Argyll & Bute,Argyll,Kildalton And Oa
2169,"Islay, Dun Nan Gall, Argyll & Bute",-671730,7504746,7.497769529743152e-13,-1.999998268206764,Argyll & Bute,Argyll,Kildalton And Oa
2170,"Islay, Trudernish Point, Argyll & Bute (Dun Thrudernish; Claggain Bay; Aros Bay)",-671438,7499111,7.420185590362567e-13,-1.9999982771900173,Argyll & Bute,Argyll,Kildalton And Oa
2171,"Islay, Mullach Ban, An Dun, Argyll & Bute",-671391,7496787,7.38343055192393e-13,-1.9999982814621853,Argyll & Bute,Argyll,Kildalton And Oa
2172,"Islay, Creagan na Ceardaich Moire, Argyll & Bute",-673106,7496101,7.307149036688676e-13,-1.9999982903627243,Argyll & Bute,Argyll,Kildalton And Oa
2173,"Rugley Wood, Northumberland",-192496,7438437,2.015074915692976e-12,-1.9999971609333114,Northumberland,Northumberland,Alnwick
2174,"Islay, Dun An Rubha Bhuidhe, Argyll & Bute (Dun An Rudha Bhuide; Claggain Bay; Ardtalla)",-671903,7501625,7.443038886059677e-13,-1.9999982745390312,Argyll & Bute,Argyll,Kildalton And Oa
2175,"Islay, Loch Nan Clach, Argyll & Bute",-677758,7495951,7.122703476650321e-13,-1.9999983120777889,Argyll & Bute,Argyll,Kildalton And Oa
2176,"Islay, Kintour, Dun Beag, Argyll & Bute",-677635,7495372,7.117955963459264e-13,-1.9999983126404102,Argyll & Bute,Argyll,Kildalton And Oa
2177,"Islay, Port Ellen, The Ard, Argyll & Bute",-688785,7483987,6.457345138693511e-13,-1.999998392847843,Argyll & Bute,Argyll,Kildalton And Oa
2178,"Islay, Carraig Bun Aibhne, Argyll & Bute",-697415,7475838,5.939448626303389e-13,-1.9999984586436328,Argyll & Bute,Argyll,Kildalton And Oa
2179,"Islay, Port Chubaird, Dunan Buidhe, Argyll & Bute",-693153,7480507,6.207492011941786e-13,-1.999998424247226,Argyll & Bute,Argyll,Kildalton And Oa
2180,"Dunan, Argyll & Bute",-645332,7427484,6.633278453092075e-13,-1.9999983711011753,Argyll & Bute,Argyll,Southend
2181,"Jura, Dunan An Raoil, Argyll & Bute (Dun An Roail; Crackaig)",-662820,7521493,8.036378398512441e-13,-1.9999982070830027,Argyll & Bute,Argyll,Jura
2182,"Jura, Creag An Dunain, Argyll & Bute",-665015,7521029,7.957386003966186e-13,-1.9999982159163692,Argyll & Bute,Argyll,Jura
2183,"Colonsay, Dun Meadhonach, Argyll & Bute",-685912,7582832,7.410981592514078e-13,-1.9999982782588357,Argyll & Bute,Argyll,Colonsay And Oronsay
2184,"Jura, Druim Loisgte, Argyll & Bute",-656561,7532868,8.338766324251052e-13,-1.9999981736630843,Argyll & Bute,Argyll,Jura
2185,"Jura, Ardmenish, An Dunan, Argyll & Bute",-653913,7536462,8.437996358223696e-13,-1.9999981628286572,Argyll & Bute,Argyll,Jura
2187,"Caerau Clungwyn, Carmarthenshire (Caerau, Newchurch; Caerau Clyngwyn)",-479828,6779727,1.8011935504082374e-12,-1.9999973158289546,Carmarthenshire,Carmarthenshire,Newchurch and Merthyr
2188,"Merlin's Hill, Carmarthenshire (Merlin's Grove)",-472618,6776758,1.8141782615698342e-12,-1.9999973061713034,Carmarthenshire,Carmarthenshire,Abergwili
2189,"Parc-y-Gaer, Abergwili, Carmarthenshire (Pant yr Ystrad)",-469947,6782501,1.8298136850321922e-12,-1.99999729458788,Carmarthenshire,Carmarthenshire,Abergwili
2190,"Parc-Castell, Llangeler, Carmarthenshire (Parc Castell)",-479662,6800568,1.8159203936087353e-12,-1.9999973048781894,Carmarthenshire,Carmarthenshire,Llangeler
2191,"Castell, Pencader, Carmarthenshire (Banc)",-474381,6800799,1.8322919694344413e-12,-1.9999972927564058,Carmarthenshire,Carmarthenshire,Llanfihangel-ar-Arth
2192,"Craig Gwrtheyrn, Carmarthenshire (Craig-Gwrtheyrn; Caer Gwrtheyrn)",-477093,6807107,1.821541391607257e-12,-1.9999973007101737,Carmarthenshire,Carmarthenshire,Llanfihangel-ar-Arth
2193,"yr Hen Castell, Llanfihangel-Ar-Arth, Carmarthenshire (Hen Castell)",-479144,6808296,1.813655684721201e-12,-1.9999973065593122,Carmarthenshire,Carmarthenshire,Llanfihangel-ar-arth
2194,"Castell Pant y Fen, Carmarthenshire",-472482,6807056,1.8357741148959936e-12,-1.9999972901851615,Carmarthenshire,Carmarthenshire,Llanfihangel-ar-Arth
2195,"Castell Pyr, Llanllwni, Carmarthenshire",-471275,6806866,1.839276222167179e-12,-1.9999972876016354,Carmarthenshire,Carmarthenshire,Llanllwni
2196,"Cnoc Araich, Argyll & Bute",-627755,7425522,7.090575220456677e-13,-1.9999983158889323,Argyll & Bute,Argyll,Southend
2197,"Sron Uamha, Argyll & Bute (Balemacruma)",-641523,7418421,6.502535393148296e-13,-1.9999983872340041,Argyll & Bute,Argyll,Southend
2198,"y Fan, Carmarthenshire (Fan Camp)",-437479,6793918,1.883215666142211e-12,-1.9999972553938963,Carmarthenshire,Carmarthenshire,Llansadwrn
2199,"Pen-y-Gaer, Meidrim, Carmarthenshire (Bron-y-Gaer I)",-496324,6772392,1.7287734965979767e-12,-1.999997370343371,Carmarthenshire,Carmarthenshire,Meidrim
2201,"Castell-y-Gaer, Newchurch, Carmarthenshire",-490412,6772979,1.754197443638516e-12,-1.9999973510776201,Carmarthenshire,Carmarthenshire,Newchurch and Merthyr
2202,"Allt-y-Cnap, Carmarthenshire",-482166,6771919,1.779809213205777e-12,-1.9999973318101918,Carmarthenshire,Carmarthenshire,Carmarthen
2204,"Parc Cynog Farm, Carmarthenshire (Parccyn)",-504350,6756785,1.6527369465867052e-12,-1.999997428823657,Carmarthenshire,Carmarthenshire,Llanddowror
2205,"Llanstephan Castle, Carmarthenshire (Llansteffan Castle)",-488752,6757847,1.7212820136056778e-12,-1.9999973760472463,Carmarthenshire,Carmarthenshire,Llansteffan
2206,"Cullan Doon, Argyll & Bute",-627205,7438547,7.421216835784486e-13,-1.9999982770703049,Argyll & Bute,Argyll,Campbeltown
2207,"Castell Gorwyn, Castell Gorwyn Farm, Carmarthenshire (Parc y Castell)",-496469,6783398,1.7432276906286605e-12,-1.999997359373036,Carmarthenshire,Carmarthenshire,Trelech
2208,"Pen-y-Gar, Llanpumsaint, Carmarthenshire (Pen y Gaer; Pen y Gar)",-482777,6786447,1.8004852012833774e-12,-1.9999973163568037,Carmarthenshire,Carmarthenshire,Llanpumsaint
2209,"Achnaclach, Argyll & Bute",-629111,7435670,7.302508425458239e-13,-1.9999982909056873,Argyll & Bute,Argyll,Campbeltown
2210,"Balloch Hill, Argyll & Bute (Bealloch Hill)",-631087,7439471,7.342102241789579e-13,-1.999998286278641,Argyll & Bute,Argyll,Campbeltown
2211,"Pen y Gaer, Sarnau, Carmarthenshire (Sarnau)",-496015,6775207,1.7350434269229043e-12,-1.9999973655790564,Carmarthenshire,Carmarthenshire,Meidrim
2212,"Pencaerau-Bach, Carmarthenshire",-494088,6779487,1.749726320948679e-12,-1.999997354455579,Carmarthenshire,Carmarthenshire,Trelech
2214,"Pen-y-Gaer, Abernant, Carmarthenshire",-488699,6778937,1.7707198503677653e-12,-1.999997338632043,Carmarthenshire,Carmarthenshire,Abernant
2215,"Cilcrug, Carmarthenshire",-486490,6780631,1.7811431269236483e-12,-1.9999973308105148,Carmarthenshire,Carmarthenshire,Abernant
2216,"Dinas Fawr, Llangeler, Carmarthenshire (Dinas Bran)",-491283,6804239,1.767673767830395e-12,-1.999997340922139,Carmarthenshire,Carmarthenshire,Llangeler
2217,"y Gaer Wen, Carmarthenshire",-483035,6800557,1.804065720067758e-12,-1.9999973136897276,Carmarthenshire,Carmarthenshire,Llangeler
2218,"Castell Henfryn, Carmarthenshire",-484882,6805003,1.7947081171974487e-12,-1.999997320665667,Carmarthenshire,Carmarthenshire,Llangeler
2219,"Ranachan Hill, Argyll & Bute",-629799,7452470,7.676879376994262e-13,-1.9999982476439429,Argyll & Bute,Argyll,Campbeltown
2220,"Largiemore, Argyll & Bute (Ballergie Dun)",-631241,7454072,7.678266351156546e-13,-1.999998247485652,Argyll & Bute,Argyll,Killean And Kilchenzie
2221,"Westport, Argyll & Bute",-635918,7455200,7.589455690419136e-13,-1.9999982576503577,Argyll & Bute,Argyll,Killean And Kilchenzie
2222,"Machrihanish, Argyll & Bute",-638894,7444326,7.252551495454295e-13,-1.9999982967617318,Argyll & Bute,Argyll,Campbeltown
2223,"Killocraw, Argyll & Bute",-635709,7462846,7.76531670016434e-13,-1.9999982375793124,Argyll & Bute,Argyll,Killean And Kilchenzie
2224,"Caer Blaen Minog, Carmarthenshire",-488263,6799232,1.783919301963277e-12,-1.9999973287311614,Carmarthenshire,Carmarthenshire,Llangeler
2227,"Gigha, Dun Chibhich, Argyll & Bute",-639874,7496323,8.304981778395307e-13,-1.999998177366545,Argyll & Bute,Argyll,Killean And Kilchenzie
2228,"Top Castle, Carmarthenshire",-513897,6753084,1.5885829033997555e-12,-1.9999974792200386,Carmarthenshire,Carmarthenshire,Eglwyscummin
2229,"Glan-y-Mor Fort, Laugharne, Carmarthenshire",-496077,6759269,1.6981053869743559e-12,-1.9999973937725448,Carmarthenshire,Carmarthenshire,Laugharne Township
2230,"Woodreefe Castle, Carmarthenshire (Marros Castle; The Castle, Marros; The Castle, Woodreefe)",-515602,6754316,1.5818489008932072e-12,-1.9999974845685056,Carmarthenshire,Carmarthenshire,Eglwyscummin
2231,"Cwm-Felin Boeth, Carmarthenshire (Cwm-Felin Boeth; Drewfach)",-515477,6771446,1.6214340487029705e-12,-1.9999974532891418,Carmarthenshire,Carmarthenshire,Henllanfallteg
2232,"Castle Lloyd Camp, Carmarthenshire (Castle-Lloyd Camp)",-506499,6755950,1.6391703422133763e-12,-1.999997439398241,Carmarthenshire,Carmarthenshire,Llanddowror
2233,"Clog-y-Fran, Carmarthenshire (Castell Hill)",-506011,6766502,1.6692917779902323e-12,-1.9999974159785001,Carmarthenshire,Carmarthenshire,St Clears
2234,"Castell Pen-y-Coed, Carmarthenshire",-506047,6761515,1.6572276507072516e-12,-1.9999974253329142,Carmarthenshire,Carmarthenshire,Eglwyscummin
2235,"Gigha, Dunan An T-Seasgain, Argyll & Bute",-639190,7497426,8.336440623748605e-13,-1.9999981739177868,Argyll & Bute,Argyll,Gigha And Cara
2236,"Kildalloig, Argyll & Bute",-619250,7441533,7.686475764964794e-13,-1.9999982465490296,Argyll & Bute,Argyll,Campbeltown
2237,"Parc-y-Gaer, Colston, Carmarthenshire (Parc y Gaer; Pant Glas; Parccyn)",-503681,6757504,1.6582267030064917e-12,-1.9999974245569678,Carmarthenshire,Carmarthenshire,Llanddowror
2238,"Castell Mawr, Trelech-A'R-Bettws, Carmarthenshire",-502600,6785638,1.7137594595262157e-12,-1.9999973817872818,Carmarthenshire,Carmarthenshire,Trelech
2239,"Pencastell, Llanwinio, Carmarthenshire (Pen-y-Castell)",-505005,6787779,1.7011292159844218e-12,-1.9999973914531126,Carmarthenshire,Carmarthenshire,Llanwinio
2240,"Hafod Camp, Carmarthenshire",-510962,6777200,1.6580410010700325e-12,-1.9999974247011816,Carmarthenshire,Carmarthenshire,Llanboidy
2241,"Pen y Gaer Fawr, Penlan, Carmarthenshire (Pengare Vawr; Pangare Vach)",-504080,6774638,1.6946005038378765e-12,-1.999997396463556,Carmarthenshire,Carmarthenshire,Llangynin
2242,"Castell Bron Niwl, Carmarthenshire (Castell Bron-Niwl)",-497845,6778144,1.7309661714519189e-12,-1.9999973686762484,Carmarthenshire,Carmarthenshire,Meidrim
2246,"Cae Castell, Llangathen, Carmarthenshire",-450224,6783243,1.858626232091285e-12,-1.9999972733711422,Carmarthenshire,Carmarthenshire,Llangathen
2248,"Castell Mawr, Llanwinio, Carmarthenshire",-506675,6785042,1.6903175932411624e-12,-1.999997399755709,Carmarthenshire,Carmarthenshire,Llanwinio
2249,"Carnawllon-Fawr, Carmarthenshire",-466641,6758123,1.774961001006262e-12,-1.9999973354467533,Carmarthenshire,Carmarthenshire,Llanelli Rural
2250,"Cefn Gaer, Carmarthenshire (Bron y Gaer; Bronygaer)",-433626,6795937,1.8874681027577195e-12,-1.9999972522968845,Carmarthenshire,Carmarthenshire,Llansadwrn
2251,"Dan Lan y Castell, Carmarthenshire",-487064,6768439,1.7564356187827472e-12,-1.9999973493882828,Carmarthenshire,Carmarthenshire,Llangynog
2253,"Coygan Camp, Carmarthenshire",-499527,6755868,1.6727941364136992e-12,-1.9999974132691394,Carmarthenshire,Carmarthenshire,Laugharne Township
2254,"Court Wood, Carmarthenshire",-476645,6745240,1.7078290390112938e-12,-1.9999973863213365,Carmarthenshire,Carmarthenshire,Pembury and Burry Port Town
2255,"Allt Clog-y-Fran, Carmarthenshire (Allt Glog-y-Fran)",-506598,6765737,1.6644223112688869e-12,-1.9999974197501584,Carmarthenshire,Carmarthenshire,St Clears
2257,"Parc y Gaer, Carmarthen, Carmarthenshire",-479278,6777685,1.799371764357813e-12,-1.9999973171867271,Carmarthenshire,Carmarthenshire,Carmarthen
2258,"Blaen-Maes, Pencarreg, Carmarthenshire (Frondeg Blaen-Maes)",-459606,6815830,1.861555735899915e-12,-1.9999972712231782,Carmarthenshire,Carmarthenshire,Pencarreg
2259,"Danycerrig, Carmarthenshire (Dan y Cerig; Dan-y-Cerig; Cerig Fawr)",-477504,6783012,1.8124660531768372e-12,-1.9999973074428117,Carmarthenshire,Carmarthenshire,Bronwydd
2260,"Cefn Crug, Carmarthenshire (Ystrdwal)",-419678,6800955,1.8972230288316953e-12,-1.999997245205613,Carmarthenshire,Carmarthenshire,Llandovery
2261,"Glenehervie, Argyll & Bute (Polliwilline; Glenhervie)",-619579,7428040,7.377065544419667e-13,-1.9999982822030917,Argyll & Bute,Argyll,Southend
2262,"Kildonan Point, Argyll & Bute",-613560,7457108,8.117180598172487e-13,-1.9999981980920558,Argyll & Bute,Argyll,Campbeltown
2263,"Baraskomill, Argyll & Bute",-621068,7446784,7.756399582959594e-13,-1.99999823859152,Argyll & Bute,Argyll,Campbeltown
2264,"Ballywilline Hill, Argyll & Bute",-624758,7450722,7.756229516432485e-13,-1.9999982386108304,Argyll & Bute,Argyll,Campbeltown
2265,"Belfield, Argyll & Bute (Craighuller)",-622376,7446205,7.713611819442418e-13,-1.9999982434565966,Argyll & Bute,Argyll,Campbeltown
2266,"Saddell House, Argyll & Bute (Saddell House Policies)",-611816,7465893,8.297471913944328e-13,-1.9999981781907987,Argyll & Bute,Argyll,Saddell And Skipness
2267,"Killean, Argyll & Bute",-629327,7487482,8.36616016506434e-13,-1.9999981706656769,Argyll & Bute,Argyll,Killean And Kilchenzie
2268,"Dun Skeig, Argyll & Bute",-620629,7510033,8.764138241416827e-13,-1.999998127660475,Argyll & Bute,Argyll,Kilcalmonell
2270,"Castell y Waun, Carmarthenshire (Tregadogan; Castellywaun)",-495204,6770307,1.7295533572732397e-12,-1.9999973697503104,Carmarthenshire,Carmarthenshire,St Clears
2271,"Allt Abercothi, Carmarthenshire (Pont Ar Gothi)",-464302,6776071,1.8282100013516745e-12,-1.9999972957736771,Carmarthenshire,Carmarthenshire,Llanegwad
2272,"Mandinam, Carmarthenshire",-427122,6788713,1.8783594777139765e-12,-1.9999972589348949,Carmarthenshire,Carmarthenshire,Llangadog
2273,"Sugar Loaf, Carmarthenshire",-412044,6812984,1.9087044868830754e-12,-1.9999972368825671,Carmarthenshire,Carmarthenshire,Llanfair-ar-y-Bryn
2275,"Cefnbenydd, Carmarthenshire",-430807,6796010,1.8886063029792904e-12,-1.9999972514685354,Carmarthenshire,Carmarthenshire,Llanwrda
2276,"Gilman Point and Napps Circle, Carmarthenshire (Gilman Camp; Nappo Camp; Napps Circle; Napps Camp; Napp's Head; Napp's Head Camp)",-508449,6753148,1.6199970310399634e-12,-1.9999974544179204,Carmarthenshire,Carmarthenshire,Eglwyscummin
