image_no,link,title,author,licence
1,https://earthwise.bgs.ac.uk/images/thumb/4/44/P912371.jpg/592px-P912371.jpg,the tweed basin (P912371),British Geological Survey,Copyright: British Geological Survey (P912371) (For use in private study or research for a non-commercial purpose)
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
