fig_no,file_name,title
77,hillforts_primer_part02-077-topo.png,Density Landscape Aspect SE
78,hillforts_primer_part02-078-topo.png,Landscape Aspect S 
79,hillforts_primer_part02-079-topo.png,Density Landscape Aspect S
80,hillforts_primer_part02-080-topo.png,Landscape Aspect SW 
81,hillforts_primer_part02-081-topo.png,Density Landscape Aspect SW
82,hillforts_primer_part02-082-topo.png,Landscape Aspect W 
83,hillforts_primer_part02-083-topo.png,Density Landscape Aspect W
84,hillforts_primer_part02-084-topo.png,Landscape Aspect NW 
85,hillforts_primer_part02-085-topo.png,Density Landscape Aspect NW
86,hillforts_primer_part02-086-topo.png,Landscape Aspect Level 
87,hillforts_primer_part02-087-topo.png,Density Landscape Aspect Level
