fig_no,file_name,title
221,hillforts_primer_part05-221.png,Enclosing Surface Walk 
222,hillforts_primer_part05-222.png,Enclosing Surface Timber 
223,hillforts_primer_part05-223.png,Enclosing Surface Vitrification 
224,hillforts_primer_part05-224.png,Density   Enclosing Surface Vitrification 
225,hillforts_primer_part05-225.png,Enclosing Surface Burning 
226,hillforts_primer_part05-226.png,Enclosing Surface Palisade 
227,hillforts_primer_part05-227.png,Density   Enclosing Surface Palisade 
228,hillforts_primer_part05-228.png,Enclosing Surface Counter Scarp 
229,hillforts_primer_part05-229.png,Density   Enclosing Surface Counter Scarp 
230,hillforts_primer_part05-230.png,Enclosing Surface Berm 
231,hillforts_primer_part05-231.png,Density   Enclosing Surface Burm 
232,hillforts_primer_part05-232.png,Enclosing Surface Unfinished 
233,hillforts_primer_part05-233.png,Density   Enclosing Surface Unfinished 
234,hillforts_primer_part05-234.png,Enclosing Surface Other 
235,hillforts_primer_part05-235.png,Enclosing Surface Count by Region
236,hillforts_primer_part05-236.png,Enclosing Surface Count by Region
237,hillforts_primer_part05-237.png,Enclosing Excavation Nothing 
238,hillforts_primer_part05-238.png,Density   Enclosing Excavation Nothing 
239,hillforts_primer_part05-239.png,Enclosing Excavation Bank 
240,hillforts_primer_part05-240.png,Density   Enclosing Excavation Bank 
241,hillforts_primer_part05-241.png,Enclosing Excavation Wall 
242,hillforts_primer_part05-242.png,Density   Enclosing Excavation Wall 
243,hillforts_primer_part05-243.png,Enclosing Excavation Murus 
244,hillforts_primer_part05-244.png,Enclosing Excavation Timber Framed 
245,hillforts_primer_part05-245.png,Enclosing Excavation Timber Laced 
246,hillforts_primer_part05-246.png,Enclosing Excavation Vitrification 
247,hillforts_primer_part05-247.png,Enclosing Excavation Burning 
248,hillforts_primer_part05-248.png,Enclosing Excavation Palisade 
249,hillforts_primer_part05-249.png,Density   Enclosing Excavation Palisade 
250,hillforts_primer_part05-250.png,Enclosing Excavation Counter Scarp 
251,hillforts_primer_part05-251.png,Enclosing Excavation Berm 
252,hillforts_primer_part05-252.png,Enclosing Excavation Unfinished 
253,hillforts_primer_part05-253.png,Enclosing Excavation Other 
254,hillforts_primer_part05-254.png,Enclosing Excavation No Known 
255,hillforts_primer_part05-255.png,Enclosing Gang Working 
256,hillforts_primer_part05-256.png,Enclosing Ditches 
257,hillforts_primer_part05-257.png,Density   Enclosing Ditches 
258,hillforts_primer_part05-258.png,Enclosing Excavation Count by Region
259,hillforts_primer_part05-259.png,Enclosing Excavation Count by Region (excluding No Known)
260,hillforts_primer_part05-260.png,Enclosing Excavation Percentage by Region
261,hillforts_primer_part05-261.png,Enclosing Excavation Percentage by Region (excluding No Known)
262,hillforts_primer_part05-262.png,Annex 
263,hillforts_primer_part05-263.png,Density   Annex 
264,hillforts_primer_part05-264.png,Annex by Region
